INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	STRING
1079	双手弩连招1	双手弩连招1	双手弩连招1	双手弩连招1	双手弩连招1	双手弩连招1	双手弩连招1	双手弩连招1	双手弩连招1	0	-1	双手弩连招1	npc_attack
1080	g01_TM_流云矢_施法	g01_TM_流云矢_施法	g01_TM_流云矢_施法	g01_TM_流云矢_施法	g01_TM_流云矢_施法	g01_TM_流云矢_施法	g01_TM_流云矢_施法	g01_TM_流云矢_施法	g01_TM_流云矢_施法	0	-1	g01_TM_流云矢_施法	g01_TM_流云矢_施法
1081	g01_TM_万箭齐发_施法	g01_TM_万箭齐发_施法	g01_TM_万箭齐发_施法	g01_TM_万箭齐发_施法	g01_TM_万箭齐发_施法	g01_TM_万箭齐发_施法	g01_TM_万箭齐发_施法	g01_TM_万箭齐发_施法	g01_TM_万箭齐发_施法	0	-1	g01_TM_万箭齐发_施法	g01_TM_万箭齐发_施法
1082	g01_TM_洗经伐脉	g01_TM_洗经伐脉	g01_TM_洗经伐脉	g01_TM_洗经伐脉	g01_TM_洗经伐脉	g01_TM_洗经伐脉	g01_TM_洗经伐脉	g01_TM_洗经伐脉	g01_TM_洗经伐脉	1	-1	g01_TM_洗经伐脉	g01_TM_洗经伐脉
1083	g01_TM_九天揽月_施法	g01_TM_九天揽月_施法_01	g01_TM_九天揽月_施法_01	g01_TM_九天揽月_施法	g01_TM_九天揽月_施法	g01_TM_九天揽月_施法	g01_TM_九天揽月_施法	g01_TM_九天揽月_施法	g01_TM_九天揽月_施法	0	-1	g01_TM_九天揽月_施法	g01_TM_九天揽月_施法
1084	g01_TM_浮光掠影	g01_TM_浮光掠影	g01_TM_浮光掠影	g01_TM_浮光掠影	g01_TM_浮光掠影	g01_TM_浮光掠影	g01_TM_浮光掠影	g01_TM_浮光掠影	g01_TM_浮光掠影	1	-1	g01_TM_浮光掠影	g01_TM_浮光掠影
1085	g01_TM_暴雨梨花针_施法	g01_TM_暴雨梨花针_施法	g01_TM_暴雨梨花针_施法	g01_TM_暴雨梨花针_施法	g01_TM_暴雨梨花针_施法	g01_TM_暴雨梨花针_施法	g01_TM_暴雨梨花针_施法	g01_TM_暴雨梨花针_施法	g01_TM_暴雨梨花针_施法	1	-1	g01_TM_暴雨梨花针_施法	g01_TM_暴雨梨花针_施法
1086	g01_TM_铜城铁壁	g01_TM_铜城铁壁	g01_TM_铜城铁壁	g01_TM_铜城铁壁	g01_TM_铜城铁壁	g01_TM_铜城铁壁	g01_TM_铜城铁壁	g01_TM_铜城铁壁	g01_TM_铜城铁壁	1	-1	g01_TM_铜城铁壁	g01_TM_铜城铁壁
1087	g01_TM_力辟太虚	g01_TM_力辟太虚	g01_TM_力辟太虚	g01_TM_力辟太虚	g01_TM_力辟太虚	g01_TM_力辟太虚	g01_TM_力辟太虚	g01_TM_力辟太虚	g01_TM_力辟太虚	1	-1	g01_TM_力辟太虚	g01_TM_力辟太虚
1088	g01_TM_鬼魅随行	g01_TM_鬼魅随行	g01_TM_鬼魅随行	g01_TM_鬼魅随行	g01_TM_鬼魅随行	g01_TM_鬼魅随行	g01_TM_鬼魅随行	g01_TM_鬼魅随行	g01_TM_鬼魅随行	1	-1	g01_TM_鬼魅随行	g01_TM_鬼魅随行
1089	g01_TM_唯心所欲	g01_TM_唯心所欲	g01_TM_唯心所欲	g01_TM_唯心所欲	g01_TM_唯心所欲	g01_TM_唯心所欲	g01_TM_唯心所欲	g01_TM_唯心所欲	g01_TM_唯心所欲	1	-1	g01_TM_唯心所欲	g01_TM_唯心所欲
1090	g01_TM_铁蒺藜_施法	g01_TM_铁蒺藜_施法	g01_TM_铁蒺藜_施法	g01_TM_铁蒺藜_施法	g01_TM_铁蒺藜_施法	g01_TM_铁蒺藜_施法	g01_TM_铁蒺藜_施法	g01_TM_铁蒺藜_施法	g01_TM_铁蒺藜_施法	0	-1	g01_TM_铁蒺藜_施法	g01_TM_铁蒺藜_施法
1091	g01_TM_催箭式_聚气	g01_TM_催箭式_聚气	g01_TM_催箭式_聚气	g01_TM_催箭式_聚气	g01_TM_催箭式_聚气	g01_TM_催箭式_聚气	g01_TM_催箭式_聚气	g01_TM_催箭式_聚气	g01_TM_催箭式_聚气	1	-1	g01_TM_催箭式_聚气	g01_TM_催箭式_聚气
1092	g01_TM_软猬仙身	g01_TM_软猬仙身	g01_TM_软猬仙身	g01_TM_软猬仙身	g01_TM_软猬仙身	g01_TM_软猬仙身	g01_TM_软猬仙身	g01_TM_软猬仙身	g01_TM_软猬仙身	1	-1	g01_TM_软猬仙身	g01_TM_软猬仙身
1093	g01_TM_一叶障目	g01_TM_一叶障目	g01_TM_一叶障目	g01_TM_一叶障目	g01_TM_一叶障目	g01_TM_一叶障目	g01_TM_一叶障目	g01_TM_一叶障目	g01_TM_一叶障目	0	-1	g01_TM_一叶障目	g01_TM_一叶障目
1094	g01_TM_震箭式	g01_TM_震箭式	g01_TM_震箭式	g01_TM_震箭式	g01_TM_震箭式	g01_TM_震箭式	g01_TM_震箭式	g01_TM_震箭式	g01_TM_震箭式	1	-1	g01_TM_震箭式	g01_TM_震箭式
1095	g01_TM_风雷万钧_施法	g01_TM_风雷万钧_施法	g01_TM_风雷万钧_施法	g01_TM_风雷万钧_施法	g01_TM_风雷万钧_施法	g01_TM_风雷万钧_施法	g01_TM_风雷万钧_施法	g01_TM_风雷万钧_施法	g01_TM_风雷万钧_施法	1	-1	g01_TM_风雷万钧_施法	g01_TM_风雷万钧_施法
1096	g01_TM_天女散花_施法	g01_TM_天女散花_施法_01	g01_TM_天女散花_施法_01	g01_TM_天女散花_施法	g01_TM_天女散花_施法	g01_TM_天女散花_施法	g01_TM_天女散花_施法	g01_TM_天女散花_施法	g01_TM_天女散花_施法	0	-1	g01_TM_天女散花_施法	g01_TM_天女散花_施法
1097	g01_TM_冰消冻释_施法	g01_TM_冰消冻释_施法	g01_TM_冰消冻释_施法	g01_TM_冰消冻释_施法	g01_TM_冰消冻释_施法	g01_TM_冰消冻释_施法	g01_TM_冰消冻释_施法	g01_TM_冰消冻释_施法	g01_TM_冰消冻释_施法	1	-1	g01_TM_冰消冻释_施法	g01_TM_冰消冻释_施法
1098	g01_TM_含沙射影	g01_TM_含沙射影	g01_TM_含沙射影	g01_TM_含沙射影	g01_TM_含沙射影	g01_TM_含沙射影	g01_TM_含沙射影	g01_TM_含沙射影	g01_TM_含沙射影	0	-1	g01_TM_含沙射影	g01_TM_含沙射影
1099	g01_TM_傀儡香_施法	g01_TM_傀儡香_施法	g01_TM_傀儡香_施法	g01_TM_傀儡香_施法	g01_TM_傀儡香_施法	g01_TM_傀儡香_施法	g01_TM_傀儡香_施法	g01_TM_傀儡香_施法	g01_TM_傀儡香_施法	0	-1	g01_TM_傀儡香_施法	g01_TM_傀儡香_施法
1100	g01_TM_孔雀翎_施法	g01_TM_孔雀翎_施法	g01_TM_孔雀翎_施法	g01_TM_孔雀翎_施法	g01_TM_孔雀翎_施法	g01_TM_孔雀翎_施法	g01_TM_孔雀翎_施法	g01_TM_孔雀翎_施法	g01_TM_孔雀翎_施法	1	-1	g01_TM_孔雀翎_施法	g01_TM_孔雀翎_施法
1101	g01_TM_十方俱灭	g01_TM_十方俱灭	g01_TM_十方俱灭	g01_TM_十方俱灭	g01_TM_十方俱灭	g01_TM_十方俱灭	g01_TM_十方俱灭	g01_TM_十方俱灭	g01_TM_十方俱灭	1	-1	g01_TM_十方俱灭	g01_TM_十方俱灭
1102	g01_TM_落日追星_施法	g01_TM_落日追星_施法_01	g01_TM_落日追星_施法_01	g01_TM_落日追星_施法	g01_TM_落日追星_施法	g01_TM_落日追星_施法	g01_TM_落日追星_施法	g01_TM_落日追星_施法	g01_TM_落日追星_施法	0	-1	g01_TM_落日追星_施法	g01_TM_落日追星_施法
1103	g01_TM_六合禁域	g01_TM_六合禁域	g01_TM_六合禁域	g01_TM_六合禁域	g01_TM_六合禁域	g01_TM_六合禁域	g01_TM_六合禁域	g01_TM_六合禁域	g01_TM_六合禁域	1	-1	g01_TM_六合禁域	g01_TM_六合禁域
1104	yanhua_2013七夕节_女主角	yanhua_2013七夕节_女主角	yanhua_2013七夕节_女主角	yanhua_2013七夕节_女主角	yanhua_2013七夕节_女主角	yanhua_2013七夕节_女主角	yanhua_2013七夕节_女主角	yanhua_2013七夕节_女主角	yanhua_2013七夕节_女主角	0	-1	yanhua_2013七夕节_女主角	yanhua_2013七夕节_女主角
1105	g01_TM_催箭式_施法	g01_TM_催箭式_施法	g01_TM_催箭式_施法	g01_TM_催箭式_施法	g01_TM_催箭式_施法	g01_TM_催箭式_施法	g01_TM_催箭式_施法	g01_TM_催箭式_施法	g01_TM_催箭式_施法	1	-1	g01_TM_催箭式_施法	g01_TM_催箭式_施法
1106	g01_TM_震箭式_施法	g01_TM_震箭式_施法	g01_TM_震箭式_施法	g01_TM_震箭式_施法	g01_TM_震箭式_施法	g01_TM_震箭式_施法	g01_TM_震箭式_施法	g01_TM_震箭式_施法	g01_TM_震箭式_施法	1	-1	g01_TM_震箭式_施法	g01_TM_震箭式_施法
1107	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	1	1038	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器
1108	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	1	1039	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器
1137	g01_地载阵_聚气一	g01_地载阵_聚气一	g01_地载阵_聚气一	g01_地载阵_聚气一	g01_地载阵_聚气一	g01_地载阵_聚气一	g01_地载阵_聚气一	g01_地载阵_聚气一	g01_地载阵_聚气一	0	-1	g01_地载阵_聚气一	npc_attack
1138	g01_地载阵_状态动作一	g01_地载阵_状态动作一	g01_地载阵_状态动作一	g01_地载阵_状态动作一	g01_地载阵_状态动作一	g01_地载阵_状态动作一	g01_地载阵_状态动作一	g01_地载阵_状态动作一	g01_地载阵_状态动作一	0	-1	g01_地载阵_状态动作一	npc_attack
1139	g01_风扬阵_聚气一	g01_风扬阵_聚气一	g01_风扬阵_聚气一	g01_风扬阵_聚气一	g01_风扬阵_聚气一	g01_风扬阵_聚气一	g01_风扬阵_聚气一	g01_风扬阵_聚气一	g01_风扬阵_聚气一	0	-1	g01_风扬阵_聚气一	npc_attack
1140	g01_风扬阵_状态动作一	g01_风扬阵_状态动作一	g01_风扬阵_状态动作一	g01_风扬阵_状态动作一	g01_风扬阵_状态动作一	g01_风扬阵_状态动作一	g01_风扬阵_状态动作一	g01_风扬阵_状态动作一	g01_风扬阵_状态动作一	0	-1	g01_风扬阵_状态动作一	npc_attack
1141	g01_归元阵_聚气一	g01_归元阵_聚气一	g01_归元阵_聚气一	g01_归元阵_聚气一	g01_归元阵_聚气一	g01_归元阵_聚气一	g01_归元阵_聚气一	g01_归元阵_聚气一	g01_归元阵_聚气一	0	-1	g01_归元阵_聚气一	npc_attack
1142	g01_归元阵_状态动作一	g01_归元阵_状态动作一	g01_归元阵_状态动作一	g01_归元阵_状态动作一	g01_归元阵_状态动作一	g01_归元阵_状态动作一	g01_归元阵_状态动作一	g01_归元阵_状态动作一	g01_归元阵_状态动作一	0	-1	g01_归元阵_状态动作一	npc_attack
1143	g01_天覆阵_聚气一	g01_天覆阵_聚气一	g01_天覆阵_聚气一	g01_天覆阵_聚气一	g01_天覆阵_聚气一	g01_天覆阵_聚气一	g01_天覆阵_聚气一	g01_天覆阵_聚气一	g01_天覆阵_聚气一	0	-1	g01_天覆阵_聚气一	npc_attack
1144	g01_天覆阵_状态动作一	g01_天覆阵_状态动作一	g01_天覆阵_状态动作一	g01_天覆阵_状态动作一	g01_天覆阵_状态动作一	g01_天覆阵_状态动作一	g01_天覆阵_状态动作一	g01_天覆阵_状态动作一	g01_天覆阵_状态动作一	0	-1	g01_天覆阵_状态动作一	npc_attack
1145	g01_女主角反手一击_SKILL	g01_女主角反手一击_SKILL	g01_女主角反手一击_SKILL	g01_女主角反手一击_SKILL	g01_女主角反手一击_SKILL	g01_女主角反手一击_SKILL	g01_女主角反手一击_SKILL	g01_女主角反手一击_SKILL	g01_女主角反手一击_SKILL	0	-1	g01_女主角反手一击_SKILL	npc_attack
1146	g01_女主角嘲讽技能_A	g01_女主角嘲讽技能_A	g01_女主角嘲讽技能_A	g01_女主角嘲讽技能_A	g01_女主角嘲讽技能_A	g01_女主角嘲讽技能_A	g01_女主角嘲讽技能_A	g01_女主角嘲讽技能_A	g01_女主角嘲讽技能_A	0	-1	g01_女主角嘲讽技能_A	npc_attack
1147	g01_扔传单	g01_扔传单	g01_扔传单	g01_扔传单	g01_扔传单	g01_扔传单	g01_扔传单	g01_扔传单	g01_扔传单	0	-1	g01_扔传单	g01_扔传单
1148	g01_暗器连击_A	g01_暗器连击_A	g01_暗器连击_A	g01_暗器连击_A	g01_暗器连击_A	g01_暗器连击_A	g01_暗器连击_A	g01_暗器连击_A	g01_暗器连击_A	0	-1	g01_暗器连击_A	g01_暗器连击_A
1149	g01_GG_抱元守一	g01_GG_抱元守一	g01_GG_抱元守一	g01_GG_抱元守一	g01_GG_抱元守一	g01_GG_抱元守一	g01_GG_抱元守一	g01_GG_抱元守一	g01_GG_抱元守一	0	-1	g01_GG_抱元守一	女主角_深情凝视_男搂女
1150	g01_捆仙索gg	g01_捆仙索gg	g01_捆仙索gg	g01_捆仙索gg	g01_捆仙索gg	g01_捆仙索gg	g01_捆仙索gg	g01_捆仙索gg	g01_捆仙索gg	0	-1	g01_捆仙索gg	女主角_深情凝视_女搂男
1151	g01_GG_乾坤引	g01_GG_乾坤引	g01_GG_乾坤引	g01_GG_乾坤引	g01_GG_乾坤引	g01_GG_乾坤引	g01_GG_乾坤引	g01_GG_乾坤引	g01_GG_乾坤引	0	-1	g01_GG_乾坤引	女主角A_深情凝视_男搂男
1152	g01_GG_清溪长歌	g01_GG_清溪长歌	g01_GG_清溪长歌	g01_GG_清溪长歌	g01_GG_清溪长歌	g01_GG_清溪长歌	g01_GG_清溪长歌	g01_GG_清溪长歌	g01_GG_清溪长歌	0	-1	g01_GG_清溪长歌	女主角B_深情凝视_男搂男
1153	g01_GG_缩地成寸_聚气	g01_GG_缩地成寸_聚气	g01_GG_缩地成寸_聚气	g01_GG_缩地成寸_聚气	g01_GG_缩地成寸_聚气	g01_GG_缩地成寸_聚气	g01_GG_缩地成寸_聚气	g01_GG_缩地成寸_聚气	g01_GG_缩地成寸_聚气	0	-1	g01_GG_缩地成寸_聚气	二人共舞_女主角B
1154	g01_GG_缩地成寸_投掷	g01_GG_缩地成寸_投掷	g01_GG_缩地成寸_投掷	g01_GG_缩地成寸_投掷	g01_GG_缩地成寸_投掷	g01_GG_缩地成寸_投掷	g01_GG_缩地成寸_投掷	g01_GG_缩地成寸_投掷	g01_GG_缩地成寸_投掷	0	-1	g01_GG_缩地成寸_投掷	二人共舞_女主角A
1155	g01_GG_太上忘情_起手	g01_GG_太上忘情_起手	g01_GG_太上忘情_起手	g01_GG_太上忘情_起手	g01_GG_太上忘情_起手	g01_GG_太上忘情_起手	g01_GG_太上忘情_起手	g01_GG_太上忘情_起手	g01_GG_太上忘情_起手	0	-1	g01_GG_太上忘情_起手	g01_GG_抱元守一
1156	g01_石破天惊_gg	g01_石破天惊_gg	g01_石破天惊_gg	g01_石破天惊_gg	g01_石破天惊_gg	g01_石破天惊_gg	g01_石破天惊_gg	g01_石破天惊_gg	g01_石破天惊_gg	0	-1	g01_石破天惊_gg	g01_捆仙索gg
1157	g01_GG_乾坤引	g01_GG_乾坤引	g01_GG_乾坤引	g01_GG_乾坤引	g01_GG_乾坤引	g01_GG_乾坤引	g01_GG_乾坤引	g01_GG_乾坤引	g01_GG_乾坤引	0	-1	g01_GG_乾坤引	g01_GG_乾坤引
1158	g01_GG_逍遥游	g01_GG_逍遥游	g01_GG_逍遥游	g01_GG_逍遥游	g01_GG_逍遥游	g01_GG_逍遥游	g01_GG_逍遥游	g01_GG_逍遥游	g01_GG_逍遥游	0	-1	g01_GG_逍遥游	g01_GG_清溪长歌
1159	g01_GG_逍遥游_聚气	g01_GG_逍遥游_聚气	g01_GG_逍遥游_聚气	g01_GG_逍遥游_聚气	g01_GG_逍遥游_聚气	g01_GG_逍遥游_聚气	g01_GG_逍遥游_聚气	g01_GG_逍遥游_聚气	g01_GG_逍遥游_聚气	0	-1	g01_GG_逍遥游_聚气	g01_GG_缩地成寸_聚气
1160	g01_GG_一气三清	g01_GG_一气三清	g01_GG_一气三清	g01_GG_一气三清	g01_GG_一气三清	g01_GG_一气三清	g01_GG_一气三清	g01_GG_一气三清	g01_GG_一气三清	0	-1	g01_GG_一气三清	g01_GG_缩地成寸_投掷
1161	女主角A_撒娇_男拉男	女主角A_撒娇_男拉男	女主角A_撒娇_男拉男	女主角A_撒娇_男拉男	女主角A_撒娇_男拉男	女主角A_撒娇_男拉男	女主角A_撒娇_男拉男	女主角A_撒娇_男拉男	女主角A_撒娇_男拉男	0	-1	女主角A_撒娇_男拉男	g01_GG_太上忘情_起手
1162	女主角B_撒娇_男拉男	女主角B_撒娇_男拉男	女主角B_撒娇_男拉男	女主角B_撒娇_男拉男	女主角B_撒娇_男拉男	女主角B_撒娇_男拉男	女主角B_撒娇_男拉男	女主角B_撒娇_男拉男	女主角B_撒娇_男拉男	0	-1	女主角B_撒娇_男拉男	g01_石破天惊_gg
1163	女主角_撒娇_男拉女	女主角_撒娇_男拉女	女主角_撒娇_男拉女	女主角_撒娇_男拉女	女主角_撒娇_男拉女	女主角_撒娇_男拉女	女主角_撒娇_男拉女	女主角_撒娇_男拉女	女主角_撒娇_男拉女	0	-1	女主角_撒娇_男拉女	g01_GG_五气朝元
1164	女主角_撒娇_女拉男	女主角_撒娇_女拉男	女主角_撒娇_女拉男	女主角_撒娇_女拉男	女主角_撒娇_女拉男	女主角_撒娇_女拉男	女主角_撒娇_女拉男	女主角_撒娇_女拉男	女主角_撒娇_女拉男	0	-1	女主角_撒娇_女拉男	g01_GG_逍遥游
1165	女主角_喝酒	女主角_喝酒	女主角_喝酒	女主角_喝酒	女主角_喝酒	女主角_喝酒	女主角_喝酒	女主角_喝酒	女主角_喝酒	0	-1	女主角_喝酒	g01_GG_逍遥游_聚气
1166	g01_GG_造化三生	g01_GG_造化三生	g01_GG_造化三生	g01_GG_造化三生	g01_GG_造化三生	g01_GG_造化三生	g01_GG_造化三生	g01_GG_造化三生	g01_GG_造化三生	0	-1	g01_GG_造化三生	g01_GG_一气三清
1167	g01_GG_jq_意纵横	g01_GG_jq_意纵横	g01_GG_jq_意纵横	g01_GG_jq_意纵横	g01_GG_jq_意纵横	g01_GG_jq_意纵横	g01_GG_jq_意纵横	g01_GG_jq_意纵横	g01_GG_jq_意纵横	0	-1	g01_GG_jq_意纵横	女主角A_撒娇_男拉男
1168	g01_GG_荧惑守心	g01_GG_荧惑守心	g01_GG_荧惑守心	g01_GG_荧惑守心	g01_GG_荧惑守心	g01_GG_荧惑守心	g01_GG_荧惑守心	g01_GG_荧惑守心	g01_GG_荧惑守心	0	-1	g01_GG_荧惑守心	女主角B_撒娇_男拉男
1169	女主角A_深情表白_男抱男	女主角A_深情表白_男抱男	女主角A_深情表白_男抱男	女主角A_深情表白_男抱男	女主角A_深情表白_男抱男	女主角A_深情表白_男抱男	女主角A_深情表白_男抱男	女主角A_深情表白_男抱男	女主角A_深情表白_男抱男	0	-1	女主角A_深情表白_男抱男	女主角_撒娇_男拉女
1170	女主角B_深情表白_男抱男	女主角B_深情表白_男抱男	女主角B_深情表白_男抱男	女主角B_深情表白_男抱男	女主角B_深情表白_男抱男	女主角B_深情表白_男抱男	女主角B_深情表白_男抱男	女主角B_深情表白_男抱男	女主角B_深情表白_男抱男	0	-1	女主角B_深情表白_男抱男	女主角_撒娇_女拉男
1171	女主角_深情表白_男抱女	女主角_深情表白_男抱女	女主角_深情表白_男抱女	女主角_深情表白_男抱女	女主角_深情表白_男抱女	女主角_深情表白_男抱女	女主角_深情表白_男抱女	女主角_深情表白_男抱女	女主角_深情表白_男抱女	0	-1	女主角_深情表白_男抱女	女主角_喝酒
1172	女主角_深情表白_女抱男	女主角_深情表白_女抱男	女主角_深情表白_女抱男	女主角_深情表白_女抱男	女主角_深情表白_女抱男	女主角_深情表白_女抱男	女主角_深情表白_女抱男	女主角_深情表白_女抱男	女主角_深情表白_女抱男	0	-1	女主角_深情表白_女抱男	g01_GG_造化三生
1173	女主角A_举高高_男举男	女主角A_举高高_男举男	女主角A_举高高_男举男	女主角A_举高高_男举男	女主角A_举高高_男举男	女主角A_举高高_男举男	女主角A_举高高_男举男	女主角A_举高高_男举男	女主角A_举高高_男举男	0	-1	女主角A_举高高_男举男	g01_GG_jq_意纵横
1174	女主角B_举高高_男举男	女主角B_举高高_男举男	女主角B_举高高_男举男	女主角B_举高高_男举男	女主角B_举高高_男举男	女主角B_举高高_男举男	女主角B_举高高_男举男	女主角B_举高高_男举男	女主角B_举高高_男举男	0	-1	女主角B_举高高_男举男	g01_GG_荧惑守心
1175	女主角_举高高_男举女	女主角_举高高_男举女	女主角_举高高_男举女	女主角_举高高_男举女	女主角_举高高_男举女	女主角_举高高_男举女	女主角_举高高_男举女	女主角_举高高_男举女	女主角_举高高_男举女	0	-1	女主角_举高高_男举女	女主角A_深情表白_男抱男
1176	女主角_举高高_女举男	女主角_举高高_女举男	女主角_举高高_女举男	女主角_举高高_女举男	女主角_举高高_女举男	女主角_举高高_女举男	女主角_举高高_女举男	女主角_举高高_女举男	女主角_举高高_女举男	0	-1	女主角_举高高_女举男	女主角B_深情表白_男抱男
1177	g01_GG_风云反覆	g01_GG_风云反覆	g01_GG_风云反覆	g01_GG_风云反覆	g01_GG_风云反覆	g01_GG_风云反覆	g01_GG_风云反覆	g01_GG_风云反覆	g01_GG_风云反覆	0	-1	g01_GG_风云反覆	女主角_深情表白_男抱女
1178	g01_GG_扶摇直上	g01_GG_扶摇直上	g01_GG_扶摇直上	g01_GG_扶摇直上	g01_GG_扶摇直上	g01_GG_扶摇直上	g01_GG_扶摇直上	g01_GG_扶摇直上	g01_GG_扶摇直上	0	-1	g01_GG_扶摇直上	女主角_深情表白_女抱男
1179	g01_GG_陶然一醉	g01_GG_陶然一醉	g01_GG_陶然一醉	g01_GG_陶然一醉	g01_GG_陶然一醉	g01_GG_陶然一醉	g01_GG_陶然一醉	g01_GG_陶然一醉	g01_GG_陶然一醉	0	-1	g01_GG_陶然一醉	女主角A_举高高_男举男
1180	g01_GG_天人合一	g01_GG_天人合一	g01_GG_天人合一	g01_GG_天人合一	g01_GG_天人合一	g01_GG_天人合一	g01_GG_天人合一	g01_GG_天人合一	g01_GG_天人合一	0	-1	g01_GG_天人合一	女主角B_举高高_男举男
1181	g01_GG_未老先衰	g01_GG_未老先衰	g01_GG_未老先衰	g01_GG_未老先衰	g01_GG_未老先衰	g01_GG_未老先衰	g01_GG_未老先衰	g01_GG_未老先衰	g01_GG_未老先衰	0	-1	g01_GG_未老先衰	女主角_举高高_男举女
1182	g01_GG_jq_意纵横_聚气	g01_GG_jq_意纵横_聚气	g01_GG_jq_意纵横_聚气	g01_GG_jq_意纵横_聚气	g01_GG_jq_意纵横_聚气	g01_GG_jq_意纵横_聚气	g01_GG_jq_意纵横_聚气	g01_GG_jq_意纵横_聚气	g01_GG_jq_意纵横_聚气	0	-1	g01_GG_jq_意纵横_聚气	女主角_举高高_女举男
1183	g01_GG_谪仙梦影	g01_GG_谪仙梦影	g01_GG_谪仙梦影	g01_GG_谪仙梦影	g01_GG_谪仙梦影	g01_GG_谪仙梦影	g01_GG_谪仙梦影	g01_GG_谪仙梦影	g01_GG_谪仙梦影	0	-1	g01_GG_谪仙梦影	g01_GG_风云反覆
1184	g01_GG_乾坤引_进阶	g01_GG_乾坤引_进阶	g01_GG_乾坤引_进阶	g01_GG_乾坤引_进阶	g01_GG_乾坤引_进阶	g01_GG_乾坤引_进阶	g01_GG_乾坤引_进阶	g01_GG_乾坤引_进阶	g01_GG_乾坤引_进阶	0	-1	g01_GG_乾坤引_进阶	g01_GG_扶摇直上
1185	g01_GG_一气三清_进阶	g01_GG_一气三清_进阶	g01_GG_一气三清_进阶	g01_GG_一气三清_进阶	g01_GG_一气三清_进阶	g01_GG_一气三清_进阶	g01_GG_一气三清_进阶	g01_GG_一气三清_进阶	g01_GG_一气三清_进阶	0	-1	g01_GG_一气三清_进阶	g01_GG_陶然一醉
1186	g01_GG_太上忘情_进阶_起手	g01_GG_太上忘情_进阶_起手	g01_GG_太上忘情_进阶_起手	g01_GG_太上忘情_进阶_起手	g01_GG_太上忘情_进阶_起手	g01_GG_太上忘情_进阶_起手	g01_GG_太上忘情_进阶_起手	g01_GG_太上忘情_进阶_起手	g01_GG_太上忘情_进阶_起手	0	-1	g01_GG_太上忘情_进阶_起手	g01_GG_天人合一
1187	g01_GG_陶然一醉_进阶	g01_GG_陶然一醉_进阶	g01_GG_陶然一醉_进阶	g01_GG_陶然一醉_进阶	g01_GG_陶然一醉_进阶	g01_GG_陶然一醉_进阶	g01_GG_陶然一醉_进阶	g01_GG_陶然一醉_进阶	g01_GG_陶然一醉_进阶	0	-1	g01_GG_陶然一醉_进阶	g01_GG_未老先衰
1188	g01_GG_风云反覆_进阶	g01_GG_风云反覆_进阶	g01_GG_风云反覆_进阶	g01_GG_风云反覆_进阶	g01_GG_风云反覆_进阶	g01_GG_风云反覆_进阶	g01_GG_风云反覆_进阶	g01_GG_风云反覆_进阶	g01_GG_风云反覆_进阶	0	-1	g01_GG_风云反覆_进阶	g01_GG_jq_意纵横_聚气
1189	女主角_炫耀武器	女主角_炫耀武器	女主角_炫耀武器	女主角_炫耀武器	女主角_炫耀武器	女主角_炫耀武器	女主角_炫耀武器	女主角_炫耀武器	女主角_炫耀武器	0	-1	女主角_炫耀武器	g01_GG_谪仙梦影
1190	g01_GG_气血相生	g01_GG_气血相生	g01_GG_气血相生	g01_GG_气血相生	g01_GG_气血相生	g01_GG_气血相生	g01_GG_气血相生	g01_GG_气血相生	g01_GG_气血相生	0	-1	g01_GG_气血相生	g01_GG_乾坤引_进阶
1191	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	女主角_情人节剑炫耀武器	0	-1	女主角_情人节剑炫耀武器	g01_GG_一气三清_进阶
1192	家园床躺	家园床躺	家园床躺	家园床躺	家园床躺	家园床躺	家园床躺	家园床躺	家园床躺	0	-1	家园床躺	g01_GG_太上忘情_进阶_起手
1193	家园凳子坐	家园凳子坐	家园凳子坐	家园凳子坐	家园凳子坐	家园凳子坐	家园凳子坐	家园凳子坐	家园凳子坐	0	-1	家园凳子坐	g01_GG_陶然一醉_进阶
1194	家园凳子坐02	家园凳子坐02	家园凳子坐02	家园凳子坐02	家园凳子坐02	家园凳子坐02	家园凳子坐02	家园凳子坐02	家园凳子坐02	0	-1	家园凳子坐02	g01_GG_风云反覆_进阶
1195	家园石凳坐	家园石凳坐	家园石凳坐	家园石凳坐	家园石凳坐	家园石凳坐	家园石凳坐	家园石凳坐	家园石凳坐	0	-1	家园石凳坐	女主角_炫耀武器
