INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT															
14556	101301	吸血大法			0	1200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	8624	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14557	101302	吸血大法			0	1200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	8625	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14558	101303	吸血大法			0	1200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	8626	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14559	101304	吸血大法			0	1200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	8627	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14560	101305	吸血大法			0	1200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	8628	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14561	101306	吸血大法			0	1200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	8629	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14562	101307	吸血大法			0	1200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	8630	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14563	101308	吸血大法			0	1200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	8631	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14564	101309	吸血大法			0	1200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	8632	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14565	101310	吸血大法			0	1200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	8633	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14566	101311	吸血大法			0	1200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	8634	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14567	101312	吸血大法			0	1200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	8635	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14568	12091	吸血大法			0	1200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	8636	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14569	12092	吸血大法			0	1200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	8637	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14570	12093	吸血大法			0	1200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	8638	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14571	12094	吸血大法			0	1200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	8639	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
#																																																														
14733	110201	冰精(珍兽具有食冰畏火的特性)	#cFFCC99冰精之兽，生于极寒，喜冰畏火#r#cFFCC00自身特性 吸收冰属性伤害，受到火属性攻击伤害加大#r#c54FF00（自动作用）	#cFFCC99冰精之兽，生于极寒，喜冰畏火#r#cFFCC00自身特性 吸收冰属性伤害，受到火属性攻击伤害加大#r#c54FF00（自动作用）	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6801	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14745	110301	火灵(珍兽具有食火畏冰的特性)	#cFFCC99火灵之兽，诞于炙焰，食火惧冰#r#cFFCC00自身特性 吸收火属性伤害，受到冰属性攻击伤害加大#r#c54FF00（自动作用）	#cFFCC99火灵之兽，诞于炙焰，食火惧冰#r#cFFCC00自身特性 吸收火属性伤害，受到冰属性攻击伤害加大#r#c54FF00（自动作用）	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6802	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14757	110401	毒蛊(珍兽具有食毒畏玄的特性)	#cFFCC99毒蛊之兽，食蛇吞蝎，喜毒畏玄#r#cFFCC00自身特性 吸收毒属性伤害，受到玄属性攻击伤害加大#r#c54FF00（自动作用）	#cFFCC99毒蛊之兽，食蛇吞蝎，喜毒畏玄#r#cFFCC00自身特性 吸收毒属性伤害，受到玄属性攻击伤害加大#r#c54FF00（自动作用）	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6803	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14769	110501	玄兽(珍兽具有食玄畏毒的特性)	#cFFCC99玄之灵兽，不避玄雷，尤惧百毒#r#cFFCC00自身特性 吸收玄属性伤害，受到毒属性攻击伤害加大#r#c54FF00（自动作用）	#cFFCC99玄之灵兽，不避玄雷，尤惧百毒#r#cFFCC00自身特性 吸收玄属性伤害，受到毒属性攻击伤害加大#r#c54FF00（自动作用）	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6804	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14781	110601	迟钝(增强自身血上限，削弱闪避和命中)	#cFFCC99钝者，身宽体厚，不善攻避#r#cFFCC00自身特性 血上限提高，命中和闪避降低#r#c54FF00（自动作用）#r#W可以在#G洛阳#Y云渺渺#G（182，157）#W处使用#Y灵兽丹·风（1级）#W升级为#G大智若愚（1级）	#cFFCC99钝者，身宽体厚，不善攻避#r#cFFCC00自身特性 血上限提高，命中和闪避降低#r#c54FF00（自动作用）	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6805	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14793	110701	狡猾(增强自身命中闪避，削弱防御)	#cFFCC99狡者，长攻避，短乎守势#r#cFFCC00自身特性 命中和闪避提高，内功防御和外功防御降低#r#c54FF00（自动作用）#r#W可以在#G洛阳#Y云渺渺#G（182，157）#W处使用#Y灵兽丹·风（1级）#W升级为#G古灵精怪（1级）	#cFFCC99狡者，长攻避，短乎守势#r#cFFCC00自身特性 命中和闪避提高，内功防御和外功防御降低#r#c54FF00（自动作用）	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6806	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14805	110801	憨厚(增强自身防御，削弱自身会心)	#cFFCC99憨者，善守乎，攻难锐也#r#cFFCC00自身特性 内功防御和外功防御提高，会心攻击降低#r#c54FF00（自动作用）#r#W可以在#G洛阳#Y云渺渺#G（182，157）#W处使用#Y灵兽丹·风（1级）#W升级为#G粗中有细（1级）	#cFFCC99憨者，善守乎，攻难锐也#r#cFFCC00自身特性 内功防御和外功防御提高，会心攻击降低#r#c54FF00（自动作用）	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6807	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14817	110901	拼命(增强自身会心，削弱自身血上限)	#cFFCC99勇者，不顾己身，其战必锐#r#cFFCC00自身特性 会心提高，血上限降低#r#c54FF00（自动作用）#r#W可以在#G洛阳#Y云渺渺#G（182，157）#W处使用#Y灵兽丹·风（1级）#W升级为#G拚死相博（1级）	#cFFCC99勇者，不顾己身，其战必锐#r#cFFCC00自身特性 会心提高，血上限降低#r#c54FF00（自动作用）	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6808	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14829	111001	法魂(增强自身内攻，削弱自身外攻)	#cFFCC99智者，击敌之要，不齿力拼#r#cFFCC00自身特性 内功攻击提高，外功攻击降低#r#c54FF00（自动作用）#r#W可以在#G洛阳#Y云渺渺#G（182，157）#W处使用#Y灵兽丹·风（1级）#W升级为#G神游四海（1级）	#cFFCC99智者，击敌之要，不齿力拼#r#cFFCC00自身特性 内功攻击提高，外功攻击降低#r#c54FF00（自动作用）	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6809	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14841	111101	蛮力(增强自身外攻，削弱自身内攻)	#cFFCC99蛮者，奋于力战，无谋亦可#r#cFFCC00自身特性 外功攻击提高，内功攻击降低#r#c54FF00（自动作用）#r#W可以在#G洛阳#Y云渺渺#G（182，157）#W处使用#Y灵兽丹·风（1级）#W升级为#G力拔山河（1级）	#cFFCC99蛮者，奋于力战，无谋亦可#r#cFFCC00自身特性 外功攻击提高，内功攻击降低#r#c54FF00（自动作用）	0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6810	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14853	111201	借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:2 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6811	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14854	111202	借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:4 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6812	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14855	111203	借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:6 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6813	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14856	111204	借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:8 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6814	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14857	111205	借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:10 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6815	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14858	111206	借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:12 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6816	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14859	111207	借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:14 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6817	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14860	111208	借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:16 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6818	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14861	111209	借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:18 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6819	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14862	111210	借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:20 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6820	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14863	111211	借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:22 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6821	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14864	111212	借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:24 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6822	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14865	111301	高级借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:3 B:0}#cFFCC00点#r#c54FF00（自动作用）#r#W可以在#G洛阳#Y云渺渺#G（182，157）#W处使用#Y灵兽丹·震（1级）#W升级为#G超级借力（1级）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6823	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14866	111302	高级借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:6 B:0}#cFFCC00点#r#c54FF00（自动作用）#r#W可以在#G洛阳#Y云渺渺#G（182，157）#W处使用#Y灵兽丹·震（1级）#W升级为#G超级借力（1级）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6824	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14867	111303	高级借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:9 B:0}#cFFCC00点#r#c54FF00（自动作用）#r#W可以在#G洛阳#Y云渺渺#G（182，157）#W处使用#Y灵兽丹·震（1级）#W升级为#G超级借力（1级）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6825	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14868	111304	高级借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:12 B:0}#cFFCC00点#r#c54FF00（自动作用）#r#W可以在#G洛阳#Y云渺渺#G（182，157）#W处使用#Y灵兽丹·震（1级）#W升级为#G超级借力（1级）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6826	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14869	111305	高级借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:15 B:0}#cFFCC00点#r#c54FF00（自动作用）#r#W可以在#G洛阳#Y云渺渺#G（182，157）#W处使用#Y灵兽丹·震（1级）#W升级为#G超级借力（1级）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6827	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14870	111306	高级借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:18 B:0}#cFFCC00点#r#c54FF00（自动作用）#r#W可以在#G洛阳#Y云渺渺#G（182，157）#W处使用#Y灵兽丹·震（1级）#W升级为#G超级借力（1级）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6828	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14871	111307	高级借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:21 B:0}#cFFCC00点#r#c54FF00（自动作用）#r#W可以在#G洛阳#Y云渺渺#G（182，157）#W处使用#Y灵兽丹·震（1级）#W升级为#G超级借力（1级）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6829	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14872	111308	高级借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:24 B:0}#cFFCC00点#r#c54FF00（自动作用）#r#W可以在#G洛阳#Y云渺渺#G（182，157）#W处使用#Y灵兽丹·震（1级）#W升级为#G超级借力（1级）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6830	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14873	111309	高级借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:27 B:0}#cFFCC00点#r#c54FF00（自动作用）#r#W可以在#G洛阳#Y云渺渺#G（182，157）#W处使用#Y灵兽丹·震（1级）#W升级为#G超级借力（1级）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6831	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14874	111310	高级借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:30 B:0}#cFFCC00点#r#c54FF00（自动作用）#r#W可以在#G洛阳#Y云渺渺#G（182，157）#W处使用#Y灵兽丹·震（1级）#W升级为#G超级借力（1级）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6832	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14875	111311	高级借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:33 B:0}#cFFCC00点#r#c54FF00（自动作用）#r#W可以在#G洛阳#Y云渺渺#G（182，157）#W处使用#Y灵兽丹·震（1级）#W升级为#G超级借力（1级）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6833	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14876	111312	高级借力(增强主人的力量)	#cFFCC99弼其主，神力善战#r#cFFCC00辅主特技 提高主人的力量#c54FF00{A:36 B:0}#cFFCC00点#r#c54FF00（自动作用）#r#W可以在#G洛阳#Y云渺渺#G（182，157）#W处使用#Y灵兽丹·震（1级）#W升级为#G超级借力（1级）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6834	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14877	111401	移魂(增强主人的定力)	#cFFCC99辅其主，定力非凡#r#cFFCC00辅主特技 提高主人的定力#c54FF00{A:2 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6835	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14878	111402	移魂(增强主人的定力)	#cFFCC99辅其主，定力非凡#r#cFFCC00辅主特技 提高主人的定力#c54FF00{A:4 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6836	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14879	111403	移魂(增强主人的定力)	#cFFCC99辅其主，定力非凡#r#cFFCC00辅主特技 提高主人的定力#c54FF00{A:6 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6837	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14880	111404	移魂(增强主人的定力)	#cFFCC99辅其主，定力非凡#r#cFFCC00辅主特技 提高主人的定力#c54FF00{A:8 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6838	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14881	111405	移魂(增强主人的定力)	#cFFCC99辅其主，定力非凡#r#cFFCC00辅主特技 提高主人的定力#c54FF00{A:10 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6839	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14882	111406	移魂(增强主人的定力)	#cFFCC99辅其主，定力非凡#r#cFFCC00辅主特技 提高主人的定力#c54FF00{A:12 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6840	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14883	111407	移魂(增强主人的定力)	#cFFCC99辅其主，定力非凡#r#cFFCC00辅主特技 提高主人的定力#c54FF00{A:14 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6841	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14884	111408	移魂(增强主人的定力)	#cFFCC99辅其主，定力非凡#r#cFFCC00辅主特技 提高主人的定力#c54FF00{A:16 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6842	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14885	111409	移魂(增强主人的定力)	#cFFCC99辅其主，定力非凡#r#cFFCC00辅主特技 提高主人的定力#c54FF00{A:18 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6843	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14886	111410	移魂(增强主人的定力)	#cFFCC99辅其主，定力非凡#r#cFFCC00辅主特技 提高主人的定力#c54FF00{A:20 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6844	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14887	111411	移魂(增强主人的定力)	#cFFCC99辅其主，定力非凡#r#cFFCC00辅主特技 提高主人的定力#c54FF00{A:22 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6845	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14888	111412	移魂(增强主人的定力)	#cFFCC99辅其主，定力非凡#r#cFFCC00辅主特技 提高主人的定力#c54FF00{A:24 B:0}#cFFCC00点#r#c54FF00（自动作用）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6846	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
14889	111501	高级移魂(增强主人的定力)	#cFFCC99辅其主，定力非凡#r#cFFCC00辅主特技 提高主人的定力#c54FF00{A:3 B:0}#cFFCC00点#r#c54FF00（自动作用）#r#W可以在#G洛阳#Y云渺渺#G（182，157）#W处使用#Y灵兽丹·震（1级）#W升级为#G超级移魂（1级）		0	1300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	6847	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
