INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING				
4373	4360	5200	FightSkillTaoHuaDao2_4		Skills\Thd\Skill_THD_ZhaoGeZhongLiu_Loop.wav		buff_thd_魂兮归来傀儡		脚下光圈点	0	0	0	0	0		棹歌中流：对周围5米范围内最多6名敌人造成150%的基础伤害				
4374	4360	5200	FightSkillTaoHuaDao2_4		Skills\Thd\Skill_THD_ZhaoGeZhongLiu_Loop.wav		buff_thd_魂兮归来傀儡		脚下光圈点	0	0	0	0	0		棹歌中流：对周围5米范围内最多6名敌人造成150%的基础伤害				
4375	4360	5200	FightSkillTaoHuaDao2_4		Skills\Thd\Skill_THD_ZhaoGeZhongLiu_Loop.wav		buff_thd_魂兮归来傀儡		脚下光圈点	0	0	0	0	0		棹歌中流：对周围5米范围内最多6名敌人造成150%的基础伤害				
4376	14	7010	FightSkillTaoHuaDao2_2				g01_buff麻痹		身体中心点	0	0	0	1	0		麻痹：移动不能，操作不能，可被攻击，无法被打醒				
4377	4377	5200	FightSkillTaoHuaDao2_10				buff_thd_劝君酒_A		脚下光圈点	0	0	0	0	0		劝君酒				
4378	4378	91	FightSkillTaoHuaDao2_10				buff_thd_劝君酒_B		身体中心点	0	0	0	0	1	身体中心点	劝君酒：移动速度降低45%或散功				
4379	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：自身会心攻击增加45%				
4380	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：自身会心攻击增加50%				
4381	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：自身会心攻击增加55%				
4382	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：自身会心攻击增加60%				
4383	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：自身会心攻击增加65%				
4384	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：自身会心攻击增加70%				
4385	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：自身会心攻击增加75%				
4386	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：自身会心攻击增加80%				
4387	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：自身会心攻击增加85%				
4388	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：自身会心攻击增加90%				
4389	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：自身会心攻击增加95%				
4390	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：自身会心攻击增加100%				
4391	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：自身会心攻击增加100%				
4392	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：自身会心攻击增加100%				
4393	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：自身会心攻击增加100%				
4394	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：自身会心攻击增加100%				
4395	4395	110	FightSkillTaoHuaDao_13							0	0	0	1	0		仁以守本：自身共情上限提高100				
4396	4395	110	FightSkillTaoHuaDao_13							0	0	0	1	0		仁以守本：自身共情上限提高130				
4397	4395	110	FightSkillTaoHuaDao_13							0	0	0	1	0		仁以守本：自身共情上限提高160				
4398	4395	110	FightSkillTaoHuaDao_13							0	0	0	1	0		仁以守本：自身共情上限提高190				
4399	4395	110	FightSkillTaoHuaDao_13							0	0	0	1	0		仁以守本：自身共情上限提高220				
4400	4395	110	FightSkillTaoHuaDao_13							0	0	0	1	0		仁以守本：自身共情上限提高250				
4401	4395	110	FightSkillTaoHuaDao_13							0	0	0	1	0		仁以守本：自身共情上限提高290				
4402	4395	110	FightSkillTaoHuaDao_13							0	0	0	1	0		仁以守本：自身共情上限提高330				
4403	4395	110	FightSkillTaoHuaDao_13							0	0	0	1	0		仁以守本：自身共情上限提高370				
4404	4395	110	FightSkillTaoHuaDao_13							0	0	0	1	0		仁以守本：自身共情上限提高410				
4405	4395	110	FightSkillTaoHuaDao_13							0	0	0	1	0		仁以守本：自身共情上限提高450				
4406	4395	110	FightSkillTaoHuaDao_13							0	0	0	1	0		仁以守本：自身共情上限提高500				
4407	4395	110	FightSkillTaoHuaDao_13							0	0	0	1	0		仁以守本：自身共情上限提高500				
4408	4395	110	FightSkillTaoHuaDao_13							0	0	0	1	0		仁以守本：自身共情上限提高500				
4409	4395	110	FightSkillTaoHuaDao_13							0	0	0	1	0		仁以守本：自身共情上限提高500				
4410	4395	110	FightSkillTaoHuaDao_13							0	0	0	1	0		仁以守本：自身共情上限提高500				
4411	4411	10	FightSkillTaoHuaDao_7				cw_shixue黄		身体受击点	0	0	0	0	0		暗伤：受到离人偶主人攻击时，更容易被暴击。				
4412	4412	2200	RideHeader11_12							0	0	0	1	0		坐骑：西窗竹。骑乘后移动速度+80%。				
4413	269	500	Buff5_9	m01_thd_参悟_01		脚下光圈点				0	0	0	0	0		变身：不可手动取消				
4414	4414	2010	Buff12_2				m01_thd_打通经脉_01		脚下光圈点	1	0	0	0	0		打通经脉：正在打通任督二脉，切勿分神！				
4415	4415	10	Buff12_3							1	0	0	0	0		瑶夜：命中目标后有几率减少对方冰抗20点和毒抗20点				
4416	4416	5010	Buff12_3							0	0	1	0	0		瑶夜：降低冰抗20点和毒抗20点				
4417	100	10	FightSkillShaoLin1_4				g01_buff10		脚下光圈点	0	0	0	1	0		心外无物：增加移动速度				
4418	23	5008	FightSkillTaoHuaDao2_9	g01_yanggetianjun		身体受击点	g01_buff100		脚下光圈点	0	1	1	0	0		日月之明：移动速度减慢				
4419	4419	500	Buff5_9							0	0	0	1	0		掷花郎：国庆节芙蓉戏灵龙活动中投掷芙蓉的儿郎。				
4420	4036	160	Buff5_6							0	0	0	1	0		花舞翩跹：自身移动速度提高20%，持续5秒。				
4421	4042	7010	Buff0_15				m01_捆仙索_buffts		身体受击点	0	1	1	0	0		锦绣乾坤：瑞兽旋起，花瓣飞舞迷人眼引来定身，持续5秒。				
4422	4422	99	EquipLingPai_5							0	0	0	1	0		反控：受到控制效果时，几率返还给施法者2秒麻痹				
4423	14	7010	FightSkillWuDang2_5							0	1	1	0	0		麻痹：移动不能，操作不能，可被攻击，无法被打醒				
4424	4424	99	FightSkillTaoHuaDao2_14							0	0	0	0	0		苦昼短：持续回复共情				
4425	23	5008	Buff1_1	g01_yanggetianjun		身体受击点	g01_buff100		脚下光圈点	0	1	1	0	0		桃花岛内息：移动速度降低45%				
4426	4378	91	FightSkillGuiGu2_6				boss_天山童姥（孩童）_饮血_连线		身体中心点	0	0	0	0	1	身体中心点	桃花岛内息：移动速度降低45%				
4427	4427	5010					buff_中秋花灯_千纸鹤		特效点	1	0	0	0	0						
4428	4428	5010					buff_中秋花灯_蝴蝶		特效点	1	0	0	0	0						
4429	4429	5010					buff_中秋花灯_桂花		特效点	1	0	0	0	0						
4430	4430	10	Buff26_5							1	0	0	0	0		重返江湖：可前往结伴同行界面，参与伴君行和江湖告令活动。				
4431	4431	5010	CircularTaskTool80_13				buff_玉兔送福		脚下光圈点	1	0	0	0	0		玉兔赐福啦				
4432	4432	5010	CircularTaskTool80_13				buff_玉兔送福_幸运儿		脚下光圈点	1	0	0	0	0		玉兔赐福啦				
4433	4433	10	FightSkillGuiGu2_6				boss_天山童姥（孩童）_饮血_连线		身体中心点	0	0	0	0	1	身体中心点	化气式：模拟劝君酒				
4434	4434	2200	Buff17_15							1	0	0	0	0		战斗准备：请做好战斗准备				
4435	4435	2200	Buff17_15							1	0	0	0	0		战斗结束：战斗已结束，请稍等返回休息区域				
4436	4436	2200	Buff17_15							0	0	0	0	0		拭剑天下高级识破：双目似电，魑魅魍魉，无所遁形				
4437	4437	10	Buff17_14				buff_朱雀阵营		身体中心点	1	0	0	0	0		朱雀				
4438	4438	10	Buff17_13				buff_青龙阵营		身体中心点	1	0	0	0	0		青龙				
4439	4439	5010					g01_thd_去复去兮		脚下光圈点	1	0	0	0	0	0	去复去兮				
4440	4440	5010	CircularTaskTool104_4						脚下光圈点	1	0	0	0	0	0	月华效果：朔月微荧，下次广寒归梦使用逐月消耗萝卜可减少至300根。				
4441	4441	5010	CircularTaskTool104_4						脚下光圈点	1	0	0	0	0	0	月华效果：朔月微荧，下次广寒归梦跳后，额外获得1个缀梦灵石。				
4442	4442	5010	CircularTaskTool104_5						脚下光圈点	1	0	0	0	0	0	月华效果：新月韶光，下次广寒归梦使用寻星消耗萝卜可减少至150根。				
4443	4443	5010	CircularTaskTool104_5						脚下光圈点	1	0	0	0	0	0	月华效果：新月韶光，下次广寒归梦使用逐月消耗萝卜可减少至150根。				
4444	4444	5010	CircularTaskTool104_5						脚下光圈点	1	0	0	0	0	0	月华效果：新月韶光，下次广寒归梦跳后，额外获得2个缀梦灵石。				
4445	4445	5010	CircularTaskTool104_6						脚下光圈点	1	0	0	0	0	0	月华效果：皓月耀辉，下次广寒归梦跳，不消耗行动力。				
4446	4446	5010	CircularTaskTool104_6						脚下光圈点	1	0	0	0	0	0	月华效果：皓月耀辉，下次广寒归梦可不消耗萝卜使用寻星。				
4447	4447	5010	CircularTaskTool104_6						脚下光圈点	1	0	0	0	0	0	月华效果：皓月耀辉，下次广寒归梦可不消耗萝卜使用逐月。				
4448	4448	10	FightSkillTaoHuaDao2_4							0	0	0	0	1	身体中心点	棹歌中流：操控傀儡				
4449	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：攻击状态，会心攻击提高45%				
4450	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：攻击状态，会心攻击提高50%				
4451	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：攻击状态，会心攻击提高55%				
4452	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：攻击状态，会心攻击提高60%				
4453	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：攻击状态，会心攻击提高65%				
4454	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：攻击状态，会心攻击提高70%				
4455	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：攻击状态，会心攻击提高75%				
4456	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：攻击状态，会心攻击提高80%				
4457	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：攻击状态，会心攻击提高85%				
4458	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：攻击状态，会心攻击提高90%				
4459	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：攻击状态，会心攻击提高95%				
4460	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：攻击状态，会心攻击提高100%				
4461	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：攻击状态，会心攻击提高100%				
4462	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：攻击状态，会心攻击提高100%				
4463	4160	10	FightSkillTaoHuaDao_16							0	0	0	1	0		以战止战：攻击状态，会心攻击提高100%				
4464	4464	10	FightSkillTianShan1_4				g01_ts_buff_yangguansandie		身体受击点	0	0	0	1	0		阳关三叠：提升会心一击率，持续13秒或5次会心一击后消失				
4466	269	10	Buff26_6							0	0	0	1	0		汤浴：身穿桃花岛所制鲛人衣，可于桃花岛湛若水处修行。似乎风传修行的效果并无增益，只是风景独好。				
4467	4467	2200	RideHeader11_13							0	0	0	1	0		坐骑：乌夜兮游缰。骑乘后移动速度+80%。				
4468	4468	2200	RideHeader11_14							0	0	0	1	0		坐骑：水客乘鲤去。骑乘后移动速度+80%。				
4469	4469	2200	RideHeader11_12							0	0	0	1	0		坐骑：蔓萝纤。骑乘后移动速度+80%。				
#2020-09-24新增 极致																				
4485	1931	80	Huodong_6_14							0	0	0	1	0		拭剑天下巅峰赛第四名纪念：所有属性攻击+4%	-1	-1	1	1
4486	1960	500	Huodong_6_14							1	0	0	0	0		拭剑天下巅峰赛第四名纪念：攻击时2%几率造成目标麻痹4秒	-1	-1	1	1
4487	1931	100	Huodong_6_14							0	0	0	1	0		拭剑天下巅峰赛第三名纪念：所有属性攻击+6%	-1	-1	1	1
4488	1960	600	Huodong_6_14							1	0	0	0	0		拭剑天下巅峰赛第三名纪念：攻击时2%几率造成目标麻痹6秒	-1	-1	1	1
4489	1931	110	Huodong_6_14							0	0	0	1	0		拭剑天下巅峰赛第二名纪念：所有属性攻击+8%	-1	-1	1	1
4490	1961	700	Huodong_6_14							1	0	0	0	0		拭剑天下巅峰赛第二名纪念：攻击时2%几率造成目标麻痹8秒	-1	-1	1	1
4491	1931	120	Huodong_6_14							0	0	0	1	0		拭剑天下巅峰赛第一名纪念：所有属性攻击+10%	-1	-1	1	1
4492	1961	800	Huodong_6_14							1	0	0	0	0		拭剑天下巅峰赛第一名纪念：攻击时2%几率造成目标麻痹10秒	-1	-1	1	1
4493	269	500	Buff5_9							0	0	0	0	0		众里寻她中惹怒佳人而获的小惩罚。	-1	-1	1	1
4494	269	500	Buff5_9							0	0	0	0	0		众里寻她中惹怒佳人而获的小惩罚。	-1	-1	1	1
4495	4495	200	Buff27_13							0	0	1	0	0		减速：受到燕驰野天欲燃技能攻击，移动速度降低50%	-1	-1	1	1
4496	4496	200	Buff28_2							0	0	1	0	0		麻痹：受到燕驰野风火百骸技能攻击，移动不能，操作不能，可被攻击，无法被打醒，不可解除	-1	-1	1	1
4497	4497	10	FightSkillTianShan_11							0	0	0	1	0		雪花六出：增加命中				
4498	4497	20	Buff28_4				pbr_boss_明教_怒火buff弱		身体中心点	0	0	0	0	0		2层灼心：所造成伤害增加10%	-1	-1	1	1
4499	4497	30	Buff28_4				pbr_boss_明教_怒火buff弱		身体中心点	0	0	0	0	0		3层灼心：所造成伤害增加15%	-1	-1	1	1
4500	4497	40	Buff28_4				pbr_boss_明教_怒火buff弱		身体中心点	0	0	0	0	0		4层灼心：所造成伤害增加20%	-1	-1	1	1
4501	4497	50	Buff28_4				pbr_boss_明教_怒火buff弱		身体中心点	0	0	0	0	0		5层灼心：所造成伤害增加25%	-1	-1	1	1
4502	4497	60	Buff28_4				pbr_boss_明教_怒火buff中		身体中心点	0	0	0	0	0		6层灼心：所造成伤害增加30%	-1	-1	1	1
4503	4497	70	Buff28_4				pbr_boss_明教_怒火buff中		身体中心点	0	0	0	0	0		7层灼心：所造成伤害增加35%	-1	-1	1	1
4504	4497	80	Buff28_4				pbr_boss_明教_怒火buff中		身体中心点	0	0	0	0	0		8层灼心：所造成伤害增加40%	-1	-1	1	1
4505	4497	90	Buff28_4				pbr_boss_明教_怒火buff中		身体中心点	0	0	0	0	0		9层灼心：所造成伤害增加45%	-1	-1	1	1
4506	4497	100	Buff28_4				pbr_boss_明教_怒火buff中		身体中心点	0	0	0	0	0		10层灼心：所造成伤害增加50%	-1	-1	1	1
4507	4497	110	Buff28_4				pbr_boss_明教_怒火buff强		身体中心点	0	0	0	0	0		11层灼心：所造成伤害增加55%	-1	-1	1	1
4508	4497	120	Buff28_4				pbr_boss_明教_怒火buff强		身体中心点	0	0	0	0	0		12层灼心：所造成伤害增加60%	-1	-1	1	1
4509	4497	130	Buff28_4				pbr_boss_明教_怒火buff强		身体中心点	0	0	0	0	0		13层灼心：所造成伤害增加70%	-1	-1	1	1
4510	4497	140	Buff28_4				pbr_boss_明教_怒火buff强		身体中心点	0	0	0	0	0		14层灼心：所造成伤害增加80%	-1	-1	1	1
4511	4497	150	Buff28_4				pbr_boss_明教_怒火buff强		身体中心点	0	0	0	0	0		15层灼心：所造成伤害增加90%	-1	-1	1	1
4512	4512	500	MiJiSkill1_2							0	0	0	0	1	身体中心点	被天机弩瞄准（废弃）	-1	-1	1	1
4513	4513	10	Buff27_1				buff_TM_风雷万钧_01		脚下光圈点	0	0	0	0	0		千机尽扫：造成伤害增加100%	-1	-1	1	1
4514	4514	5	Buff29_12				pbr_boss_桃花岛_buff仇恨机制_boss		脚下光圈点	0	0	0	0	0		目标：崔璎将对你使用花逐流水	-1	-1	1	1
4515	4515	5	Buff27_6				pbr_boss_buff_峨嵋_花球debuffA		脚下光圈点	0	0	0	0	0		1层花心印：叠加至2层、4层及6层时将立即为崔璎回复其最大血量的3%	-1	-1	1	1
4516	4515	10	Buff27_7				pbr_boss_buff_峨嵋_花球debuffB		脚下光圈点	0	0	0	0	0		2层花心印：叠加至2层、4层及6层时将立即为崔璎回复其最大血量的3%	-1	-1	1	1
4517	4515	15	Buff27_8				pbr_boss_buff_峨嵋_花球debuffC		脚下光圈点	0	0	0	0	0		3层花心印：叠加至2层、4层及6层时将立即为崔璎回复其最大血量的3%	-1	-1	1	1
4518	4515	20	Buff27_9				pbr_boss_buff_峨嵋_花球debuffD		脚下光圈点	0	0	0	0	0		4层花心印：叠加至2层、4层及6层时将立即为崔璎回复其最大血量的3%	-1	-1	1	1
4519	4515	25	Buff27_10				pbr_boss_buff_峨嵋_花球debuffE		脚下光圈点	0	0	0	0	0		5层花心印：叠加至2层、4层及6层时将立即为崔璎回复其最大血量的3%	-1	-1	1	1
4520	4520	10	MiJiSkill1_2							0	0	0	0	1	身体中心点	花球传播连线BUFF（废弃）	-1	-1	1	1
4521	4521	20	Buff29_12				pbr_boss_buff_峨嵋_花球传染A		脚下光圈点	0	0	0	0	0		传染：倒计时结束后将对5米内玩家造成伤害并为其叠加1层花心印	-1	-1	1	1
4522	4522	10	Buff27_4				pbr_boss_星宿_buff蛊气值_01		脚下光圈点	0	0	0	0	0		1层蛊毒：受到伤害增加5%	-1	-1	1	1
4523	4522	20	Buff28_11				pbr_boss_星宿_buff蛊气值_02		脚下光圈点	0	0	0	0	0		2层蛊毒：受到伤害增加10%	-1	-1	1	1
4524	4522	30	Buff28_12				pbr_boss_星宿_buff蛊气值_03		脚下光圈点	0	0	0	0	0		3层蛊毒：受到伤害增加15%	-1	-1	1	1
4525	4522	40	Buff28_13				pbr_boss_星宿_buff蛊气值_04		脚下光圈点	0	0	0	0	0		4层蛊毒：受到伤害增加20%	-1	-1	1	1
4526	4522	50	Buff28_14				pbr_boss_星宿_buff蛊气值_05		脚下光圈点	0	0	0	0	0		5层蛊毒：受到伤害增加25%	-1	-1	1	1
4527	4522	60	Buff28_15				pbr_boss_星宿_buff蛊气值_06		脚下光圈点	0	0	0	0	0		6层蛊毒：受到伤害增加30%	-1	-1	1	1
4528	4522	70	Buff28_16				pbr_boss_星宿_buff蛊气值_07		脚下光圈点	0	0	0	0	0		7层蛊毒：受到伤害增加35%	-1	-1	1	1
4529	4522	80	Buff29_1				pbr_boss_星宿_buff蛊气值_08		脚下光圈点	0	0	0	0	0		8层蛊毒：受到伤害增加40%	-1	-1	1	1
4530	4522	90	Buff29_2				pbr_boss_星宿_buff蛊气值_09		脚下光圈点	0	0	0	0	0		9层蛊毒：受到伤害增加45%	-1	-1	1	1
4531	4522	100	Buff29_3				pbr_boss_星宿_buff蛊气值_10		脚下光圈点	0	0	0	0	0		10层蛊毒：受到伤害增加50%	-1	-1	1	1
4532	4522	10	Buff20_5							0	0	0	0	0		蛊气值（11层）	-1	-1	1	1
4533	4522	10	Buff20_5							0	0	0	0	0		蛊气值（12层）	-1	-1	1	1
4534	4522	10	Buff20_5							0	0	0	0	0		蛊气值（13层）	-1	-1	1	1
4535	4522	10	Buff20_5							0	0	0	0	0		蛊气值（14层）	-1	-1	1	1
4536	4522	10	Buff20_5							0	0	0	0	0		蛊气值（15层）	-1	-1	1	1
4537	4537	10	Buff28_2							0	0	0	0	0		麻痹：移动不能，操作不能，可被攻击，无法被打醒	-1	-1	1	1
4538	4538	10	Buff27_11				pbr_boss_buff_高级流血		脚下光圈点	0	0	0	0	0		中蛊：持续掉血	-1	-1	1	1
4539	4539	10	Buff29_5				pbr_boss_桃花岛_buff仇恨机制_boss		脚下光圈点	1	0	0	0	0		追击目标：被朝覆雨持续追击	-1	-1	1	1
4540	4540	10	Buff29_5				pbr_boss_桃花岛_buff仇恨机制_人偶		脚下光圈点	1	0	0	0	0		追击目标：被离人偶持续追击	-1	-1	1	1
4541	4541	10	Buff29_8							0	0	0	0	0		云雨合天垂：所造成伤害增加20%	-1	-1	1	1
4542	4541	20	Buff29_8							0	0	0	0	0		云雨合天垂：所造成伤害增加40%	-1	-1	1	1
4543	4541	30	Buff29_8							0	0	0	0	0		云雨合天垂：所造成伤害增加60%	-1	-1	1	1
4544	4541	40	Buff29_8							0	0	0	0	0		云雨合天垂：所造成伤害增加80%	-1	-1	1	1
4545	4541	50	Buff29_8							0	0	0	0	0		云雨合天垂：所造成伤害增加100%	-1	-1	1	1
4546	4541	60	Buff29_8							0	0	0	0	0		云雨合天垂：所造成伤害增加120%	-1	-1	1	1
4547	4541	70	Buff29_8							0	0	0	0	0		云雨合天垂：所造成伤害增加140%	-1	-1	1	1
4548	4541	80	Buff29_8							0	0	0	0	0		云雨合天垂：所造成伤害增加160%	-1	-1	1	1
4549	4541	90	Buff29_8							0	0	0	0	0		云雨合天垂：所造成伤害增加180%	-1	-1	1	1
4550	4541	100	Buff29_8							0	0	0	0	0		云雨合天垂：所造成伤害增加200%	-1	-1	1	1
4551	4541	110	Buff29_8							0	0	0	0	0		云雨合天垂：所造成伤害增加200%	-1	-1	1	1
4552	4541	120	Buff29_8							0	0	0	0	0		云雨合天垂：所造成伤害增加200%	-1	-1	1	1
4553	4541	130	Buff29_8							0	0	0	0	0		云雨合天垂：所造成伤害增加200%	-1	-1	1	1
4554	4541	140	Buff29_8							0	0	0	0	0		云雨合天垂：所造成伤害增加200%	-1	-1	1	1
4555	4541	150	Buff29_8							0	0	0	0	0		云雨合天垂：所造成伤害增加200%	-1	-1	1	1
4556	4541	160	Buff29_8							0	0	0	0	0		云雨合天垂：所造成伤害增加200%	-1	-1	1	1
4557	4541	170	Buff29_8							0	0	0	0	0		云雨合天垂：所造成伤害增加200%	-1	-1	1	1
4558	4541	180	Buff29_8							0	0	0	0	0		云雨合天垂：所造成伤害增加200%	-1	-1	1	1
4559	4541	190	Buff29_8							0	0	0	0	0		云雨合天垂：所造成伤害增加200%	-1	-1	1	1
4560	4541	200	Buff29_8							0	0	0	0	0		云雨合天垂：所造成伤害增加200%	-1	-1	1	1
4561	4561	10	Buff29_8				pbr_boss_桃花岛_buff相离之殇_脚下		脚下光圈点	0	0	0	0	0		唯梦闲人：所造成伤害增加50%	-1	-1	1	1
4562	4562	10	Buff27_12				pbr_boss_桃花岛_buff相遇之恩_A		脚下光圈点	0	0	0	0	0		一壶冰心：每3秒回血其最大血量的5%	-1	-1	1	1
4563	4563	10	Buff29_9				pbr_boss_桃花岛_buff丧偶之痛_A		身体中心点	0	0	0	0	0		人间雪白头：所造成伤害增加350%	-1	-1	1	1
4564	4564	10					pbr_boss_鬼谷_预警A		脚下光圈点	0	0	0	0	0		废弃	-1	-1	1	1
4565	4565	10	Buff29_5				pbr_boss_桃花岛_buff仇恨机制_boss		脚下光圈点	1	0	0	0	0		追击目标：被解谊持续追击	-1	-1	1	1
4566	4566	10	Buff27_15				pbr_boss_丐帮_狂暴buff_脚下		脚下光圈点	0	0	0	0	0		狂暴：所造成伤害增加500%	-1	-1	1	1
4567	4567	10								0	0	0	0	0		定身：持续3秒（废弃）	-1	-1	1	1
4568	4568	10	Buff29_6							0	0	0	0	0		定身：无法移动	-1	-1	1	1
4569	4569	10	Buff29_6							0	0	0	0	0		定身：无法移动	-1	-1	1	1
4570	4570	10	Buff27_5				pbr_boss_丐帮_拼酒buff		脚下光圈点	0	0	0	0	0		护盾：抵消所受到伤害，需要在护盾时间结束前打掉此护盾。	-1	-1	1	1
4571	4571	10	Buff28_5							0	0	0	0	0		不省人事：喝醉后暂时失去行动能力	-1	-1	1	1
4572	4572	10	Buff28_5							0	0	0	0	0		酩酊大醉：因为醉酒受到伤害增加50%	-1	-1	1	1
4573	4573	10	Buff29_5				pbr_boss_桃花岛_buff仇恨机制_boss		脚下光圈点	0	0	0	0	0		追击：夜来即将召唤蜘蛛追击你	-1	-1	1	1
4574	4574	10	Buff29_5				pbr_boss_桃花岛_buff仇恨机制_boss		脚下光圈点	0	0	0	0	0		追击：蜘蛛追击的目标	-1	-1	1	1
4575	4575	10	Buff26_11				pbr_boss_少林_无相功buff1		右武器绑定点	0	0	0	0	0		狂慧：伤害加成20%	-1	-1	1	1
4576	4575	20	Buff26_11				pbr_boss_少林_无相功buff1		右武器绑定点	0	0	0	0	0		狂慧：伤害加成40%	-1	-1	1	1
4577	4575	30	Buff26_11				pbr_boss_少林_无相功buff1		右武器绑定点	0	0	0	0	0		狂慧：伤害加成60%	-1	-1	1	1
4578	4575	40	Buff26_11				pbr_boss_少林_无相功buff2		右武器绑定点	0	0	0	0	0		狂慧：伤害加成80%	-1	-1	1	1
4579	4575	50	Buff26_11				pbr_boss_少林_无相功buff2		右武器绑定点	0	0	0	0	0		狂慧：伤害加成100%	-1	-1	1	1
4580	4575	60	Buff26_11				pbr_boss_少林_无相功buff2		右武器绑定点	0	0	0	0	0		狂慧：伤害加成120%	-1	-1	1	1
4581	4575	70	Buff26_11				pbr_boss_少林_无相功buff3		右武器绑定点	0	0	0	0	0		狂慧：伤害加成140%	-1	-1	1	1
4582	4575	80	Buff26_11				pbr_boss_少林_无相功buff3		右武器绑定点	0	0	0	0	0		狂慧：伤害加成160%	-1	-1	1	1
4583	4575	90	Buff26_11				pbr_boss_少林_无相功buff4		右武器绑定点	0	0	0	0	0		狂慧：伤害加成180%	-1	-1	1	1
4584	4575	100	Buff26_11				pbr_boss_少林_无相功buff4		右武器绑定点	0	0	0	0	0		狂慧：伤害加成200%	-1	-1	1	1
4585	4575	110	Buff26_11				pbr_boss_少林_无相功buff3		右武器绑定点	0	0	0	0	0		狂慧：伤害加成（废弃）	-1	-1	1	1
4586	4575	120	Buff26_11				pbr_boss_少林_无相功buff3		右武器绑定点	0	0	0	0	0		狂慧：伤害加成（废弃）	-1	-1	1	1
4587	4575	130	Buff26_11				pbr_boss_少林_无相功buff3		右武器绑定点	0	0	0	0	0		狂慧：伤害加成（废弃）	-1	-1	1	1
4588	4575	140	Buff26_11				pbr_boss_少林_无相功buff3		右武器绑定点	0	0	0	0	0		狂慧：伤害加成（废弃）	-1	-1	1	1
4589	4575	150	Buff26_11				pbr_boss_少林_无相功buff3		右武器绑定点	0	0	0	0	0		狂慧：伤害加成（废弃）	-1	-1	1	1
4590	4575	160	Buff26_11				pbr_boss_少林_无相功buff4		右武器绑定点	0	0	0	0	0		狂慧：伤害加成（废弃）	-1	-1	1	1
4591	4575	170	Buff26_11				pbr_boss_少林_无相功buff4		右武器绑定点	0	0	0	0	0		狂慧：伤害加成（废弃）	-1	-1	1	1
4592	4575	180	Buff26_11				pbr_boss_少林_无相功buff4		右武器绑定点	0	0	0	0	0		狂慧：伤害加成（废弃）	-1	-1	1	1
4593	4575	190	Buff26_11				pbr_boss_少林_无相功buff4		右武器绑定点	0	0	0	0	0		狂慧：伤害加成（废弃）	-1	-1	1	1
4594	4575	200	Buff26_11				pbr_boss_少林_无相功buff4		右武器绑定点	0	0	0	0	0		狂慧：伤害加成（废弃）	-1	-1	1	1
4595	4595	10	Buff26_10				pbr_boss_少林_金钟罩buff1		脚下光圈点	0	0	0	0	0		金钟罩：所受伤害减免10%	-1	-1	1	1
4596	4595	20	Buff26_10				pbr_boss_少林_金钟罩buff1		脚下光圈点	0	0	0	0	0		金钟罩：所受伤害减免20%	-1	-1	1	1
4597	4595	30	Buff26_10				pbr_boss_少林_金钟罩buff1		脚下光圈点	0	0	0	0	0		金钟罩：所受伤害减免30%	-1	-1	1	1
4598	4595	40	Buff26_10				pbr_boss_少林_金钟罩buff2		脚下光圈点	0	0	0	0	0		金钟罩：所受伤害减免40%	-1	-1	1	1
