INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
471	诛仙阵攻	诛仙阵	3	0	110	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22765	效果2	22790	效果3几率	100	效果3	22754																									
472	诛仙阵攻	诛仙阵	3	0	120	1	1	g01_xy_jq_xj_诛仙阵	-1	g01_xy_jq_zdo_诛仙阵_1	-1							10000	500	0	6	6						效果1	22766	效果2	22791	效果3几率	100	效果3	22754																									
473	聚力锁链	聚力锁链	4	0	0	1	1		-1		-1		-1	0	0	0		2000	2000	5	5	12	0	0	0	0	0	效果1	7901	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
474	冲锋伤害陷阱	冲锋伤害陷阱	4	0	0	1	1		-1		-1		-1	0	0	0		500	500	5	5	12	0	0	0	0	0	效果1	7900	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
475	地裂伤害陷阱	地裂伤害陷阱	4	0	0	1	1	buff_契丹力士_地刺预警_2021	-1	buff_契丹力士_地刺爆炸_2021	-1		-1	0	0	0		1000	1000	3	3	12	0	0	0	0	0	效果1	7902	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
476	定海神针	定海神针	4	0	0	2	999	hj_boss傀儡师17_青色安全区	-1	hj_boss傀儡师17_青色安全区	-1		-1	0	0	0		13000	500	5	5	12						效果1	7907	效果2	-1	效果3几率	-1	效果3	-1																									
477	定海神针	定海神针	4	0	0	2	999	hj_boss傀儡师17_紫色安全区	-1	hj_boss傀儡师17_紫色安全区	-1		-1	0	0	0		13000	500	5	5	12						效果1	7907	效果2	-1	效果3几率	-1	效果3	-1																									
478	白狼魂陷阱	白狼魂陷阱	4	0	0	1	1	buff_密探召唤师17_白狼魂爆炸预警_2021	-1	buff_密探召唤师17_白狼魂爆炸_2021	-1		-1	0	0	0		1000	1000	4	4	12	0	0	0	0	0	效果1	7900	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
479	藤蔓地刺陷阱	藤蔓地刺陷阱	4	0	0	2	15	buff_密探召唤师17_藤蔓地刺_2021	-1		-1		-1	0	0	0		12000	1000	15	15	12						效果1	7900	效果2	-1	效果3几率	-1	效果3	-1																									
480	刀光陷阱1	刀光陷阱1	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021a	-1		-1		-1	0	0	0		1000	1000	2	2	12	0	0	0	0	0	效果1	7900	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
481	刀光陷阱2	刀光陷阱2	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021b	-1		-1		-1	0	0	0		1000	1000	3	3	12	0	0	0	0	0	效果1	7900	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
482	刀光陷阱3	刀光陷阱3	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021c	-1		-1		-1	0	0	0		1000	1000	4	4	12	0	0	0	0	0	效果1	7900	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
483	刀光陷阱4	刀光陷阱4	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021d	-1		-1		-1	0	0	0		1000	1000	5	5	12	0	0	0	0	0	效果1	7900	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
484	刀光陷阱5	刀光陷阱5	4	0	0	1	1	buff_契丹庄主_刀气扩散_2021e	-1		-1		-1	0	0	0		1000	1000	6	6	12	0	0	0	0	0	效果1	7900	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
485	刀十字预警陷阱	冲锋预警陷阱	4	0	0	1	1	boss_契丹庄主_刀气纵横陷阱_2021	-1		-1		-1	0	0	0		3000	3000	5	5	12	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
486	刀十字伤害陷阱	地裂伤害陷阱	4	0	0	2	12		-1		-1		-1	0	0	0		12000	1000	3	3	12	0	0	0	0	0	效果1	7900	效果2	-1	效果3几率	-1	效果3	-1	效果4	-1		0		0		0		0		0		0		0		0		0		0		0	
#令牌技能补充 信手斬龍（原极致） Q546528533																																																												
500	散魂阵术	散魂阵术	3	0	0	1	1	g01_xy_寒梅遍野_陷阱	-1	g01_xy_jq_zdo_八阵图_2	-1							5000	500	0	5	1	效果1	20016	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
501	散魂阵术	散魂阵术	3	0	0	1	1	g01_xy_寒梅遍野_陷阱	-1	g01_xy_jq_zdo_八阵图_2	-1							5000	500	0	5	1	效果1	20016	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
502	散魂阵术	散魂阵术	3	0	0	1	1	g01_xy_寒梅遍野_陷阱	-1	g01_xy_jq_zdo_八阵图_2	-1							5000	500	0	5	2	效果1	20016	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
503	散魂阵术	散魂阵术	3	0	0	1	1	g01_xy_寒梅遍野_陷阱	-1	g01_xy_jq_zdo_八阵图_2	-1							5000	500	0	5	2	效果1	20016	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
504	散魂阵术	散魂阵术	3	0	0	1	1	g01_xy_寒梅遍野_陷阱	-1	g01_xy_jq_zdo_八阵图_2	-1							5000	500	0	5	3	效果1	20016	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
505	散魂阵术	散魂阵术	3	0	0	1	1	g01_xy_寒梅遍野_陷阱	-1	g01_xy_jq_zdo_八阵图_2	-1							5000	500	0	5	4	效果1	20016	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
506	散魂阵术	散魂阵术	3	0	0	1	1	g01_xy_寒梅遍野_陷阱	-1	g01_xy_jq_zdo_八阵图_2	-1							5000	500	0	5	5	效果1	20016	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
507	散魂阵术	散魂阵术	3	0	0	1	1	g01_xy_寒梅遍野_陷阱	-1	g01_xy_jq_zdo_八阵图_2	-1							5000	500	0	5	6	效果1	20016	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
																																																												
701	初级陷阱	初级陷阱	-1	0	10	2	1	g01_bamenjinsuo	-1	g01_xy_jq_zdo_八阵图_2	-1							15000	500	2	2	1						效果1	111	效果2	-1	效果3几率	-1	效果3	-1																									
#烟花																																																												
728	夏之锦幅	夏之锦幅	0	1	0	0	0	yanhua_11Q2_水花	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
729	夏之圆舞	夏之圆舞	0	1	0	0	0	yanhua_11Q2_水花二	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
730	收获金秋	收获金秋	0	1	0	0	0	yanhua_11Q3中秋节2_01	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
731	月圆中秋	月圆中秋	0	1	0	0	0	yanhua_11Q3中秋节_01	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
732	再创辉煌	再创辉煌	0	1	0	0	0	yanhuo_国庆_02	-1		-1							35000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
733	日新月异	日新月异	0	1	0	0	0	yanhuo_国庆_01	-1		-1							35000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
734	漫天花雨·永相守	漫天花雨·永相守	0	1	0	0	0	漫天花雨_6	-1		-1							125000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
735	漫天花雨·祝福临	漫天花雨·祝福临	0	1	0	0	0	漫天花雨_9	-1		-1							125000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
736	漫天花雨·伴君行	漫天花雨·伴君行	0	1	0	0	0	漫天花雨_8	-1		-1							125000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
737	漫天花雨·心相印	漫天花雨·心相印	0	1	0	0	0	漫天花雨_7	-1		-1							125000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
738	漫天花雨·永相守	漫天花雨·永相守	0	1	0	0	0	漫天花雨_6	-1		-1							125000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
739	漫天花雨·祝福临	漫天花雨·祝福临	0	1	0	0	0	漫天花雨_9	-1		-1							125000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
740	漫天花雨·伴君行	漫天花雨·伴君行	0	1	0	0	0	漫天花雨_8	-1		-1							125000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
741	漫天花雨·心相印	漫天花雨·心相印	0	1	0	0	0	漫天花雨_7	-1		-1							125000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
742	欢度元旦贺新年	欢度元旦贺新年	0	1	0	0	0	yanhua_11Q4_元旦节	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
743	炫彩圣诞快乐	炫彩圣诞快乐	0	1	0	0	0	yanhua_11Q4_圣诞节02	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
744	祥龙贺岁	祥龙贺岁	0	1	0	0	0	yanhua_11Q4_春节	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
745	紫色情人节	紫色情人节	0	1	0	0	0	yanhua_11Q4情人节1	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
746	红莲怒放	红莲怒放	0	1	0	0	0	yanhua_11Q4_元宵节	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
747	天龙五周年	天龙五周年	0	1	0	0	0	yanhua_2012Q1五周年01	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
748	龙腾五载	龙腾五载	0	1	0	0	0	yanhua_龙腾五载_01	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
749	欢庆五一	欢庆五一	0	1	0	0	0	yanhua_11Q2劳动节_01	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
#																																																												
750	燃烧的怒火	燃烧的怒火	0	0	0	2	3	Buff_陷阱特效_无尽怒火	-1	boss_萧远山_焚天灭地_爆发_5m_1	-1							20000	1000	0	0	100	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
751	烈焰焚身1米	烈焰焚身1米	4	0	0	1	1	boss_萧远山_焚天灭地_陷阱_1m_01	-1	boss_萧远山_焚天灭地_爆发_1m_1	-1							20000	1000	0	0	100	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
752	定海神针	定海神针	4	0	0	2	20	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							20000	1000	5	5	6	0	0	0	0	0	效果1	8659	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
753	桃花阵	桃花阵	1	0	10	2	1		-1		-1							300	100	5	5	5	0	0	0	0	0	效果1	8652	效果2	8670	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
#杀星 2019-10-22 14:36:40 逍遥子																																																												
754	斩杀	雷电测试	3	0	0	1	1	buff_疯狂	-1	npc_ren_qunwai	-1							1200	100	5	5	6	0	0	0	0	0	效果1	8911	效果2	8920	效果3几率	50	效果3	32706																									
755	冰群	雷电测试	4	0	0	1	1	npc_天寒冰棱_buff	-1	npc_all_qunbing_zdo	-1							2500	100	5	5	6	0	0	0	0	0	效果1	8911	效果2	8920	效果3几率	50	效果3	32716																									
756	火群	雷电测试	3	0	0	1	1	buff_陷阱_御火之阵_01	-1	cw_zd_jiehuofensha	-1							2000	100	5	5	6	0	0	0	0	0	效果1	8911	效果2	8920	效果3几率	50	效果3	32717																									
757	玄群	雷电测试	3	0	0	1	1	buff_陷阱_御玄之阵_01	-1	cw_zd_jiuleijisha	-1							1000	100	5	5	6	0	0	0	0	0	效果1	8911	效果2	8920	效果3几率	50	效果3	32718																									
758	毒群	雷电测试	3	0	0	1	1	buff_陷阱_御毒之阵_01	-1	cw_zd_fudushisha	-1							1000	100	5	5	6	0	0	0	0	0	效果1	8911	效果2	8920	效果3几率	50	效果3	32719																									
#																																																												
760	燃烧的怒火	燃烧的怒火	0	0	0	2	3	Buff_陷阱特效_无尽怒火	-1	buff_boss兵圣奇阵火_地火焚天_陷阱爆发	-1							10000	2000	0	0	100	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
761	烈焰焚身1米	烈焰焚身1米	4	0	0	1	1	boss_萧远山_焚天灭地_陷阱_1m_01	-1	boss_萧远山_焚天灭地_爆发_1m_1	-1							10000	500	0	0	100	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
762	定海神针	定海神针	4	0	0	2	20	g01_xy_定海神针_2	-1	g01_xy_定海神针_3	-1							10000	500	5	5	6	0	0	0	0	0	效果1	32681	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
767	玄雷追命	玄雷追命	3	0	0	1	1	boss_水鬼小boss_玄雷追命02	-1	boss_水鬼小boss_玄雷追命1	-1							2000	500	0	1	24	0	0	0	0	0	效果1	32598	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
768	寒冰彻骨	寒冰彻骨	3	0	0	1	1	boss_白帝_寒冰彻骨_陷阱3m	-1	npc_all_danbing_zdo	-1							3000	500	0	3	24	0	0	0	0	0	效果1	32598	效果2	32598	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
769	狱火镇八方	狱火镇八方	3	0	0	1	1	boss_人类首领_狱火镇八方_陷阱_01	-1	boss_人类首领_狱火镇八方_陷阱_爆炸_1	-1							1000	500	0	1	24	0	0	0	0	0	效果1	32598	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
770	玄雷天降	玄雷天降	3	0	0	1	1	boss_赤帝_玄雷天降01	-1	boss_赤帝_玄雷天降2	-1							3000	500	0	3	24	0	0	0	0	0	效果1	32598	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
771	腐骨毒蝎	腐骨毒蝎	3	0	0	1	1	boss_蛤蟆首领_腐骨毒蝎_01	-1	boss_蛤蟆首领_腐骨毒蝎_陷阱瞬发	-1							3000	500	0	2	24	0	0	0	0	0	效果1	32598	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
772	燃烧的怒火	燃烧的怒火	0	0	0	2	3	Buff_陷阱特效_无尽怒火	-1	buff_boss兵圣奇阵火_地火焚天_陷阱爆发	-1							6000	2000	3	3	100	0	0	0	0	0	效果1	32598	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
773	降龙十八掌	降龙十八掌	0	1	0	0	0	npc_钟汉良萧峰jq_降龙十八掌_陷阱	-1		-1							1500	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
#																																																												
774	寒梅遍野	普通	3	0	0	1	1	g01_xy_寒梅遍野_陷阱	-1	g1_xy_寒梅遍野_陷阱爆炸	-1							2000	500	0	1	100	0	0	0	0	0	效果1	8693	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
775	漫天冰雪	普通	0	0	0	2	12	boss_白帝_寒冰风暴_陷阱	-1		-1							6100	500	6	6	100	0	0	0	0	0	效果1	8681	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
776	天罚	普通	3	0	0	1	1	天罚_火球小_触发	-1	天罚_火球1	-1							5000	500	0	5	100	0	0	0	0	0	效果1	8694	效果2	8692	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
#																																																												
777	刺骨寒霜	刺骨寒霜	3	0	0	1	1	buff_陷阱_刺骨寒霜_状态01	-1	buff_陷阱_冰雪连天_触发1	-1							5000	500	0	3	100	0	0	0	0	0	效果1	8911	效果2	8914	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
778	狂风暴雨	狂风暴雨	0	0	0	2	5	boss_白帝_寒冰风暴_陷阱	-1		-1							5000	1000	5	5	100	0	0	0	0	0	效果1	8912	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
779	冰雪连天	冰雪连天	3	0	0	1	1	buff_陷阱_冰雪连天_状态01	-1	buff_陷阱_冰雪连天_触发1	-1							3000	500	0	2	100	0	0	0	0	0	效果1	8913	效果2	8915	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
780	龙变身	龙变身	0	1	0	0	0	boss_通用变身_合	-1		-1							30000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
#																																																												
781	怒火冲天	怒火冲天	0	0	0	1	1	Buff_陷阱特效_怒火冲天	-1	Buff_陷阱特效_怒火冲天_触发	-1							500	500	5	5	100	0	0	0	0	0	效果1	8927	效果2	8928	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
782	烈焰焚身1米	烈焰焚身1米	4	0	0	1	1	boss_萧远山_焚天灭地_陷阱_1m_01	-1	boss_萧远山_焚天灭地_爆发_1m_01	-1							2000	2000	1	1	100	0	0	0	0	0	效果1	8917	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
783	烈焰焚身3米	烈焰焚身3米	4	0	0	1	1	boss_萧远山_焚天灭地_陷阱_3m_01	-1	boss_萧远山_焚天灭地_爆发_3m_01	-1							2000	2000	3	3	100	0	0	0	0	0	效果1	8918	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
784	烈焰焚身5米	烈焰焚身5米	4	0	0	1	1	boss_萧远山_焚天灭地_陷阱_5m_01	-1	boss_萧远山_焚天灭地_爆发_5m_01	-1							2000	2000	5	5	100	0	0	0	0	0	效果1	8919	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
785	烈焰焚身7米	烈焰焚身7米	4	0	0	1	1	boss_萧远山_焚天灭地_陷阱_7m_01	-1	boss_萧远山_焚天灭地_爆发_7m_01	-1							2000	2000	7	7	100	0	0	0	0	0	效果1	8920	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
786	烈焰焚身9米	烈焰焚身9米	4	0	0	1	1	boss_萧远山_焚天灭地_陷阱_9m_01	-1	boss_萧远山_焚天灭地_爆发_9m_01	-1							2000	2000	9	9	100	0	0	0	0	0	效果1	8921	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
787	谁入地狱1米	谁入地狱1米	4	0	0	1	1	boss_萧远山_焚天灭地_陷阱_1m_01	-1	boss_萧远山_焚天灭地_爆发_1m_01	-1							2000	2000	1	1	100	0	0	0	0	0	效果1	8922	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
788	谁入地狱3米	谁入地狱3米	4	0	0	1	1	boss_萧远山_焚天灭地_陷阱_3m_01	-1	boss_萧远山_焚天灭地_爆发_3m_01	-1							2000	2000	3	3	100	0	0	0	0	0	效果1	8923	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
789	谁入地狱5米	谁入地狱5米	4	0	0	1	1	boss_萧远山_焚天灭地_陷阱_5m_01	-1	boss_萧远山_焚天灭地_爆发_5m_01	-1							2000	2000	5	5	100	0	0	0	0	0	效果1	8924	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
790	谁入地狱7米	谁入地狱7米	4	0	0	1	1	boss_萧远山_焚天灭地_陷阱_7m_01	-1	boss_萧远山_焚天灭地_爆发_7m_01	-1							2000	2000	7	7	100	0	0	0	0	0	效果1	8925	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
791	谁入地狱9米	谁入地狱9米	4	0	0	1	1	boss_萧远山_焚天灭地_陷阱_9m_01	-1	boss_萧远山_焚天灭地_爆发_9m_01	-1							2000	2000	9	9	100	0	0	0	0	0	效果1	8926	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
792	凤变身	凤变身	0	1	0	0	0	boss_通用变身_合_火	-1		-1							30000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
793	百毒缠灵	百毒缠灵	3	0	0	1	1	buff_陷阱_百毒缠灵	-1	buff_陷阱_百毒缠灵_触发	-1							5000	500	0	5	100	0	0	0	0	0	效果1	8929	效果2	8930	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
794	百毒缠灵	百毒缠灵	3	0	0	1	1		-1		-1							10000	500	0	5	100	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
795	毒液	毒液	0	0	0	2	5	buff_陷阱_毒液四溅	-1		-1							5000	1000	5	5	100	0	0	0	0	0	效果1	8931	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
796	花变身	花变身	0	1	0	0	0	boss_通用变身_合_毒	-1		-1							30000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
#																																																												
#琅嬛福地																																																												
860	北冥神功	北冥神功	4	0	0	2	15	boss_无崖子_北冥神功_黑色陷阱3m	-1		-1							10100	1000	3	3	10						效果1	9925	效果2	-1	效果3几率	-1	效果3	-1																									
861	北冥神功	北冥神功	4	0	0	2	15	boss_无崖子_北冥神功_黑色陷阱4m	-1		-1							10100	1000	4	4	10						效果1	9925	效果2	-1	效果3几率	-1	效果3	-1																									
862	北冥神功	北冥神功	4	0	0	2	15	boss_无崖子_北冥神功_黑色陷阱5m	-1		-1							10100	1000	5	5	10						效果1	9925	效果2	-1	效果3几率	-1	效果3	-1																									
863	北冥神功	北冥神功	4	0	0	2	15	boss_无崖子_北冥神功_黑色陷阱6m	-1		-1							10100	1000	6	6	10						效果1	9925	效果2	-1	效果3几率	-1	效果3	-1																									
864	北冥神功	北冥神功	4	0	0	2	15	boss_无崖子_北冥神功_黑色陷阱7m	-1		-1							10100	1000	7	7	10						效果1	9925	效果2	-1	效果3几率	-1	效果3	-1																									
865	北冥神功	北冥神功	4	0	0	2	15	boss_无崖子_北冥神功_黑色陷阱8m	-1		-1							10100	1000	8	8	10						效果1	9925	效果2	-1	效果3几率	-1	效果3	-1																									
866	北冥神功	北冥神功	4	0	0	2	15	boss_无崖子_北冥神功_黑色陷阱9m	-1		-1							10100	1000	9	9	10						效果1	9925	效果2	-1	效果3几率	-1	效果3	-1																									
867	北冥神功	北冥神功	4	0	0	2	15	boss_无崖子_北冥神功_黑色陷阱10m	-1		-1							10100	1000	10	10	10						效果1	9925	效果2	-1	效果3几率	-1	效果3	-1																									
868	北冥神功	北冥神功	4	0	0	2	15	boss_无崖子_北冥神功_黑色陷阱11m	-1		-1							10100	1000	11	11	10						效果1	9925	效果2	-1	效果3几率	-1	效果3	-1																									
869	北冥神功	北冥神功	4	0	0	2	15	boss_无崖子_北冥神功_黑色陷阱12m	-1		-1							10100	1000	12	12	10						效果1	9925	效果2	-1	效果3几率	-1	效果3	-1																									
870	北冥神功	北冥神功	4	0	0	2	15	boss_无崖子_北冥神功_黑色陷阱13m	-1		-1							10100	1000	13	13	10						效果1	9925	效果2	-1	效果3几率	-1	效果3	-1																									
871	北冥神功	北冥神功	4	0	0	2	15	boss_无崖子_北冥神功_黑色陷阱14m	-1		-1							10100	1000	14	14	10						效果1	9925	效果2	-1	效果3几率	-1	效果3	-1																									
872	北冥神功	北冥神功	4	0	0	2	15	boss_无崖子_北冥神功_黑色陷阱15m	-1		-1							10100	1000	15	15	10						效果1	9925	效果2	-1	效果3几率	-1	效果3	-1																									
873	北冥神功	北冥神功	4	0	0	2	15	boss_无崖子_北冥神功_黑色陷阱16m	-1		-1							10100	1000	16	16	10						效果1	9925	效果2	-1	效果3几率	-1	效果3	-1																									
874	北冥神功	北冥神功	4	0	0	2	15	boss_无崖子_北冥神功_黑色陷阱17m	-1		-1							10100	1000	17	17	10						效果1	9925	效果2	-1	效果3几率	-1	效果3	-1																									
