INT	INT	STRING	STRING	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
244	1018	峨嵋真传·沁芳	风回馨愈染，渲得满庭芳。	144	1	-1	风回馨愈染，渲得满庭芳。	1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
245	1018	峨嵋真传·清音	轻啼穿初晓，清泠有佳音。	144	1	-1	轻啼穿初晓，清泠有佳音。	1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
246	1018	星宿真传·寒冥	寒波渡秋雨，飞雪扰青冥。	144	1	-1	寒波渡秋雨，飞雪扰青冥。	1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
247	1018	星宿真传·九厄	九天夺星辉，厄海困凡尘。	144	1	-1	九天夺星辉，厄海困凡尘。	1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
248	1018	天龙真传·龙威	苍龙威犹在，唯我真英雄。	144	1	-1	苍龙威犹在，唯我真英雄。	1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
249	1018	天龙真传·菩天	菩提非明净，天人一念间。	144	1	-1	菩提非明净，天人一念间。	1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
250	1018	天山真传·霜凝	清晖凝寒露，冷霜拂剑身。	144	1	-1	清晖凝寒露，冷霜拂剑身。	1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
251	1018	天山真传·雪隐	寒夜不见雪，暗隐山林间。	144	1	-1	寒夜不见雪，暗隐山林间。	1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
252	1018	逍遥真传·逸仙	乘风逸四海，寻仙问长生。	144	1	-1	乘风逸四海，寻仙问长生。	1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
253	1018	逍遥真传·明鬼	世有聪明士，鬼神谓有乎？	144	1	-1	世有聪明士，鬼神谓有乎？	1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。	0	106	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
254	1019	天龙女神·守护骑士	我愿永远，守护你的梦。	145	1	720	我愿永远，守护你的梦。	1	 2021年女神大赛中，添加八妹企业微信号进入女神应援群，并邀请两名好友进群添加八妹，即可获得（限量5000份）。	0	106	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
255	1020	且酿陈酒·共话江湖	诉剑影，叙刀光，且将恩仇一梦酿；思故人，忆旧往，醺然共话江湖长。	146	1	-1	诉剑影，叙刀光，且将恩仇一梦酿；思故人，忆旧往，醺然共话江湖长。	1	“我在天龙闯江湖”故事征集活动获得。	0	106	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
256	12	曼陀侠士	曼陀初级男弟子。	21	1	-1	师门贡献	1	曼陀男弟子默认给予的称号。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
257	12	凝徽琴师	曼陀中级男弟子。	21	2	-1	师门贡献	1	曼陀男弟子的师门贡献度达到1000给予的称号。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
258	12	拂晓琴宗	曼陀高级男弟子。	21	3	-1	师门贡献	1	曼陀男弟子的师门贡献度达到2500给予的称号。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
259	12	渡情琴仙	曼陀资深男弟子。	21	4	-1	师门贡献	1	曼陀男弟子的师门贡献度达到5000给予的称号。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
260	12	曼陀侠女	曼陀初级女弟子。	21	1	-1	师门贡献	1	曼陀女弟子默认给予的称号。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
261	12	聆韵琴师	曼陀中级女弟子。	21	2	-1	师门贡献	1	曼陀女弟子的师门贡献度达到1000给予的称号。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
262	12	清照琴宗	曼陀高级女弟子。	21	3	-1	师门贡献	1	曼陀女弟子的师门贡献度达到2500给予的称号。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
263	12	观情琴仙	曼陀资深女弟子。	21	4	-1	师门贡献	1	曼陀女弟子的师门贡献度达到5000给予的称号。	0	106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
264	1021	竹涧轻觞会知交	畅叙不觉天光易，竹影拂弦和醉歌。为参加2021年新天龙八部嘉年华活动的侠士们，特别准备的永久稀有称号。	147	1	-1	畅叙不觉天光易，竹影拂弦和醉歌。为参加2021年新天龙八部嘉年华活动的侠士们，特别准备的永久稀有称号。	1	成功使用天龙长舟锦盒或天龙苍鸿锦盒后获得。	0	106	19	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
265	1022	暖心小甜饼	甜美是你，温暖是你，才下齿间，又入心底。	148	1	-1	甜美是你，温暖是你，才下齿间，又入心底。	1	打开2021年感恩节金瓜糯糯何处寻活动的意犹未尽礼获得。	0	106	21	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
266	1022	绝美小甜饼	震惊！这是什么绝美小甜饼！	150	1	-1	震惊！这是什么绝美小甜饼！	1	打开2021年感恩节金瓜糯糯何处寻活动的心满意足礼获得。	0	106	20	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
267	1023	万夫莫敌·虎慑	万夫莫敌，屹立于长留山之巅。	151	1	1440	万夫莫敌，屹立于长留山之巅。	1	剑纵山河赛季结束时，处于虎慑组排名第1-3名的少侠，可获得此称号。	0	106	22	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
268	1023	所向披靡·虎慑	所向披靡，屹立于长留山之巅。	152	1	1440	所向披靡，屹立于长留山之巅。	1	剑纵山河赛季结束时，处于虎慑组排名第4-9名的少侠，可获得此称号。	0	106	23	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
269	1023	锐不可挡·虎慑	锐不可挡，屹立于长留山之巅。	153	1	1440	锐不可挡，屹立于长留山之巅。	1	剑纵山河赛季结束时，处于虎慑组排名第10-30名的少侠，可获得此称号。	0	106	24	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
270	1023	独步天下·龙威	独步天下，屹立于长留山之巅。	154	1	1440	独步天下，屹立于长留山之巅。	1	剑纵山河赛季结束时，处于龙威组排名第1-3名的少侠，可获得此称号。	0	106	25	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
271	1023	剑荡九州·龙威	剑荡九州，屹立于长留山之巅。	155	1	1440	剑荡九州，屹立于长留山之巅。	1	剑纵山河赛季结束时，处于龙威组排名第4-9名的少侠，可获得此称号。	0	106	26	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
272	1023	剑啸一方·龙威	剑啸一方，屹立于长留山之巅。	156	1	1440	剑啸一方，屹立于长留山之巅。	1	剑纵山河赛季结束时，处于龙威组排名第10-30名的少侠，可获得此称号。	0	106	27	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
273	1024	一曲证心·炽恋不移	我该用什么样的歌，颂扬你流转的目光？懵懂莽撞，炽烈昂扬。	157	1	-1	情人节浪漫奏鸣三部曲终章·天琴泪送花榜第一名。	1	情人节浪漫奏鸣三部曲终章·天琴泪送花榜第一名获得。	0	106	32	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
274	1024	倾世眷恋·爱之华章	我该用什么样的爱，回应你绵长的心意？今生不离，来世不移。	158	1	-1	情人节浪漫奏鸣三部曲终章·天琴泪收花榜第一名。	1	情人节浪漫奏鸣三部曲终章·天琴泪收花榜第一名获得。	0	106	33	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
275	1025	玫瑰歌者	手持玫瑰的歌者，在有情人心上流浪。	159	1	-1	情人节活动期间累计收花188朵奖励称号。	1	情人节活动期间累计收花188朵奖励称号。	0	106	31	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
276	1023	技冠群雄·鹰扬	技冠群雄，屹立于长留山之巅。	160	1	1440	技冠群雄，屹立于长留山之巅。	1	剑纵山河赛季结束时，处于鹰扬组排名第1-3名的少侠，可获得此称号。	0	106	28	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
277	1023	骁勇善战·鹰扬	骁勇善战，屹立于长留山之巅。	161	1	1440	骁勇善战，屹立于长留山之巅。	1	剑纵山河赛季结束时，处于鹰扬组排名第4-9名的少侠，可获得此称号。	0	106	29	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
278	1023	临锋不惧·鹰扬	临锋不惧，屹立于长留山之巅。	162	1	1440	临锋不惧，屹立于长留山之巅。	1	剑纵山河赛季结束时，处于鹰扬组排名第10-30名的少侠，可获得此称号。	0	106	30	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
279	1026	言隐士	花灯隐语活动的称号奖励。解谜达人的象征。	163	1	4320	花灯隐语活动的称号奖励。解谜达人的象征。	1	花灯隐语活动中，完成活动任务3次领取的称号	0	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
280	1026	谜隐绣虎	花灯隐语活动的称号奖励。解谜专家的象征。	163	2	4320	花灯隐语活动的称号奖励。解谜专家的象征。	1	花灯隐语活动中，完成活动任务6次领取的称号	0	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
281	1026	灯隐闻潮信	花灯隐语活动的称号奖励。解谜超人的象征。	163	3	4320	花灯隐语活动的称号奖励。解谜超人的象征。	1	花灯隐语活动中，完成活动任务9次领取的称号	0	106	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
282	1027	青丘访云者	叩岩问泉，访云山中。	164	1	-1	叩岩问泉，访云山中。	1	使用10枚青丘佩进行兑换可以获得	0	106	0	1	6	5	9	5	12	5	15	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
283	1027	青丘沐风客	群山踏遍，高台沐风。	164	2	-1	群山踏遍，高台沐风。	1	使用30枚青丘佩进行兑换可以获得	0	106	0	1	6	10	9	10	12	10	15	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
284	1027	青丘饮霞卿	拢手为樽，饮霞大醉。	164	3	-1	拢手为樽，饮霞大醉。	1	使用90枚青丘佩进行兑换可以获得	0	106	0	1	6	15	9	15	12	15	15	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
285	1027	青丘醉梦仙	且醉且歌，恍然如梦。	164	4	-1	且醉且歌，恍然如梦。	1	使用180枚青丘佩进行兑换可以获得	0	106	0	1	6	20	9	20	12	20	15	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
286	1027	青丘远尘尊	远尘淡墨，倏忽山海。	164	5	-1	远尘淡墨，倏忽山海。	1	使用300枚青丘佩进行兑换可以获得	0	106	0	1	6	30	9	30	12	30	15	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
287	1028	少林第一人	少林外门，问鼎师门。	165	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
288	1028	少林入室第一人	少林入室，问鼎师门。	165	2	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
289	1028	少林亲传第一人	少林亲传，问鼎师门。	165	3	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
290	1028	武当第一人	武当外门，问鼎师门。	165	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
291	1028	武当入室第一人	武当入室，问鼎师门。	165	2	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
292	1028	武当亲传第一人	武当亲传，问鼎师门。	165	3	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
293	1028	峨嵋第一人	峨嵋外门，问鼎师门。	165	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
294	1028	峨嵋入室第一人	峨嵋入室，问鼎师门。	165	2	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
295	1028	峨嵋亲传第一人	峨嵋亲传，问鼎师门。	165	3	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
296	1028	星宿第一人	星宿外门，问鼎师门。	165	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
297	1028	星宿入室第一人	星宿入室，问鼎师门。	165	2	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
298	1028	星宿亲传第一人	星宿亲传，问鼎师门。	165	3	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
299	1028	明教第一人	明教外门，问鼎师门。	165	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
300	1028	明教入室第一人	明教入室，问鼎师门。	165	2	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
301	1028	明教亲传第一人	明教亲传，问鼎师门。	165	3	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
302	1028	天龙第一人	天龙外门，问鼎师门。	165	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
303	1028	天龙入室第一人	天龙入室，问鼎师门。	165	2	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
304	1028	天龙亲传第一人	天龙亲传，问鼎师门。	165	3	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
305	1028	逍遥第一人	逍遥外门，问鼎师门。	165	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
306	1028	逍遥入室第一人	逍遥入室，问鼎师门。	165	2	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
307	1028	逍遥亲传第一人	逍遥亲传，问鼎师门。	165	3	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
308	1028	丐帮第一人	丐帮外门，问鼎师门。	165	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
309	1028	丐帮入室第一人	丐帮入室，问鼎师门。	165	2	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
310	1028	丐帮亲传第一人	丐帮亲传，问鼎师门。	165	3	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
311	1028	天山第一人	天山外门，问鼎师门。	165	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	1	0	4000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
312	1028	天山入室第一人	天山入室，问鼎师门。	165	2	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
313	1028	天山亲传第一人	天山亲传，问鼎师门。	165	3	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。	0	106	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
314	1028	少林凌云者	少林外门，凌云显锋。	165	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	1	0	3000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
315	1028	少林入室凌云者	少林入室，凌云显锋。	165	2	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
316	1028	少林亲传凌云者	少林亲传，凌云显锋。	165	3	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	1	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。	0	106	36	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
