INT	INT	INT	INT	STRING	STRING	STRING	INT	INT
1842	224	64	61	周华荣		传送	99	2
1843	224	65	40	孙进宝	元宝商人	元宝	2	3
1844	224	68	44	钱夫人	热卖商店掌柜	热卖	2	3
1845	224	61	43	莫寻	制造材料商人	材料	2	3
1846	224	61	29	孙聚财	元宝交易市场老板	市场	2	3
1847	579	102	35	场景：玄武岛		传送	99	2
1848	586	161	314	何安城	雁门关百工		5	1
1849	587	161	314	何安城	雁门关百工		5	1
1850	588	161	314	何安城	雁门关百工		5	1
1851	592	140	75	王夫人	曼陀山庄庄主	掌门	5	3
1852	592	140	88	王素商	曼陀山庄拜师人	拜师	5	3
1853	592	155	114	王和铃	曼陀山庄武功传授人	武功	5	3
1854	592	151	36	王雁足	曼陀山庄轻功传授人	轻功	5	4
1855	592	129	106	王安歌	曼陀山庄任务发布人	师门	5	3
1856	592	135	154	王管家	曼陀山庄指路人		5	4
1857	592	143	159	幽草	曼陀山庄传送人	传送	5	2
1858	592	157	164	王律之	山庄戍卫总领	打怪	5	4
1859	592	63	132	叶婆婆	灵鹄饲养员	坐骑	5	3
1860	592	63	137	子衿			5	4
1861	592	210	158	关山月	生活技能	侍花	5	4
1862	592	186	171	王水风	生活技能	调香	5	4
1863	592	185	142	嵇聆风	晚籁武道长老	武道	5	4
1864	592	183	132	嵇扶光	昭明武道长老	武道	5	4
1865	592	154	135	王岳山	门派举荐人	举贤	5	4
1866	592	127	135	王偃月	门派问鼎人	问鼎	5	4
1867	592	138	73	阳春	山庄亲卫		5	4
1868	592	142	73	白雪	山庄亲卫		5	4
1869	592	30	197	王叠涓	斫琴师		5	4
1870	592	228	196	严妈妈			5	4
1871	592	179	79	王语嫣			5	4
1872	592	61	65	王离忧			5	4
1873	592	231	79	王灵均			5	4
1874	592	231	178	王星浪			5	4
1875	592	225	149	花照水			5	4
1876	592	125	199	柳扶风			5	4
1877	592	62	191	陶岭			5	4
1878	592	63	140	苏酥			5	4
1879	592	181	79	王凝悦			5	4
1880	592	188	69	王绾绾			5	4
1881	592	176	63	王易简			5	4
1882	592	191	144	祈福台			5	4
1883	592	146	196	场景：太湖		传送	99	1
1884	597	145	196	场景：曼陀	传送	传送	99	2
1885	597	54	188	盗书雅贼			1	5
1886	597	181	72	盗香雅贼			1	5
1887	597	129	134	盗琴雅贼			1	5
