INT	STRING	STRING
18074	TalentMP_20210804_30	武道修行成功！
18075	TalentMP_20210804_31	剩余武道领悟点数不足，无法继续修行。
18076	TalentMP_20210804_32	当前已选择武道，无法再次选择。
18077	TalentMP_20210804_33	    您确定要选择#G%s0#l武道流派吗？点击确定按钮，直接选择该武道流派。#r    #G小提示：选择武道流派后，您可以使用武道归元令改换武道流派。
18078	TalentMP_20210804_34	确定
18079	TalentMP_20210804_35	返回
18080	TalentMP_20210804_36	等级不足60级，无法选择武道流派。
18081	TalentMP_20210804_37	成功选择%s0流派，激活武道系统。
18082	TalentMP_20210804_38	您已选择该武道流派，无需改换。
18083	TalentMP_20210804_39	改换武道流派的剩余冷却时间为：%s0小时%s1分
18084	TalentMP_20210804_40	您身上的武道归元令不足，可前往元宝商店中获取。
18085	TalentMP_20210804_41	    您确定要改换武道流派为#G%s0#l吗？点击确定按钮进行更换后，当前已分配武道领悟点数将全部返还至新的武道流派中。#r    #G小提示：消耗武道归元令可改换武道流派，每隔72小时方可改换一次。
18086	TalentMP_20210804_42	确定
18087	TalentMP_20210804_43	返回
18088	TalentMP_20210804_44	等级不足60级，无法改换武道。
18089	TalentMP_20210804_45	您尚未选择武道流派，无法改换。
18090	TalentMP_20210804_46	您正在选择该武道流派，无需改换。
18091	TalentMP_20210804_47	您身上没有足够的武道归元令，无法改换武道流派。
18092	TalentMP_20210804_48	改换%s0武道流派成功。
18093	TalentMP_20210804_49	等级不足60级，无法重习武道。
18094	TalentMP_20210804_50	您尚未分配武道领悟点，无需重习。
18095	TalentMP_20210804_51	金币不足，无法重习武道。
18096	TalentMP_20210804_52	    本次武道重习将花费#G#{_EXCHG100000}#W，并将#G%s0#l武道流派内已分配的#G%s1#l点武道领悟点数全部返还，重习后需重新分配武道领悟点数。#r    点击确定按钮，完成本次重习。
18097	TalentMP_20210804_53	确定
18098	TalentMP_20210804_54	返回
18099	TalentMP_20210804_55	成功返还%s0点武道领悟点数，请重新分配。
18100	TalentMP_20210804_56	等级不足60级，无法预览武道流派。
18101	TalentMP_20210804_57	武道
18102	TalentMP_20210804_58	您尚未选择此武道流派，无法修行。
18103	TalentMP_20210804_59	您尚未选择此武道流派，无法重习。
18104	TalentMP_20210804_60	1级效果（激活生效）
18105	TalentMP_20210804_61	%s0武道
18106	TalentMP_20210804_62	请先完成武道流派引导任务。
18107	TalentMP_20210804_63	#cfff263分享至聊天
18108	TalentMP_20210804_64	您正在进行武道流派修炼任务，无法改换，请放弃或完成该任务后重新尝试。
18109	TalentMP_20210804_65	#Y关于武道#r#r    #W等级达到#G60级#W的少侠可以开始进行#Y武道修行#W。武道是通过消耗#Y武道领悟点#W来增强少侠的门派技能。每个门派均有#G2个#W武道流派。不同的武道流派有其自身擅长之处。当少侠选择一个流派后，将会自动掌握该流派最强力也是最有特色的武道。#r    少侠只能选择#Y同层武道#W的其中#G1个#W进行修行。每个武道共有#G5级#W，武道每提升一级，都会增强少侠对应的技能。少侠需完全修行一个武道至满级后才能修行下一层武道。部分武道需修行上一层对应的武道后才能进行修行。#r    截至今日，武道已开放至：武道一重。后续更为高深之境界，还需等待些时日，方能探寻。
18110	TalentMP_20210804_66	武道效果
18111	TalentMP_20210804_67	关于武道
18112	TalentMP_20210804_68	流派%s0
18113	TalentMP_20210804_69	#cfff263武道等级：%s0级
18114	TalentMP_20210804_70	#gFF0FA0武道流派预览
18115	TalentMP_20210804_71	返回上一页
18116	TalentMP_20210804_72	请先完成武道流派引导任务或加入任意流派。
18117	TalentMP_20210804_73	#cfff263武道效果：
18118	TalentMP_20210804_74	升级效果：
18119	TalentMP_20210804_75	武道一重
18120	TalentMP_20210804_76	武道精要
18121	TalentMP_20210804_77	升级条件：
18122	TalentMP_20210804_78	武道介绍：
18123	TalentMP_20210804_79	武道境界：
18124	TalentMP_20210804_80	武道等级：
18125	TalentMP_20210804_81	不可与#G%s0#cfff263同时修行
18126	TalentMP_20210804_82	需将#G%s0#cfff263修行至#G%s1#cfff263级
18127	TalentMP_20210804_83	当前#G%s0#cfff263流派修行等级需达到#G%s1#cfff263级
18128	TalentSL_20210804_01	#Y关于武道流派#W#r#r    少林武道流派有二，一为罗汉，二为金刚。#r#r#cfabf8f罗汉#r    #W罗汉一途大开大合，刚猛无俦，至阳至刚，力破千均。#r#cfabf8f金刚#r    #W金刚外练不坏之身，内修反伤之道，如此克敌，屡战不败。
18129	TalentSL_20210804_02	    #cfff263罗汉一途大开大合，刚猛无俦，至阳至刚，力破千均。
18130	TalentSL_20210804_03	罗汉
18131	TalentSL_20210804_04	    #cfff263金刚外练不坏之身，内修反伤之道，如此克敌，屡战不败。
18132	TalentSL_20210804_05	金刚
18133	TalentSL_20210804_06	额外提升伏虎拳增加的外功攻击
18134	TalentSL_20210804_07	金刚伏魔圈额外增加玄攻击
18135	TalentSL_20210804_08	摩诃无量触发破绽时，额外降低目标的外功防御
18136	TalentSL_20210804_09	一拍两散触发的僵硬使目标速度额外降低
18137	TalentSL_20210804_10	额外增加大力金刚掌玄攻击
18138	TalentSL_20210804_11	额外增加气贯长虹增加的会心
18139	TalentSL_20210804_12	伏虎拳命中目标时有概率减少大力金刚掌2秒冷却时间
18140	TalentSL_20210804_13	调虎离山的目标对自身造成伤害降低
18141	TalentSL_20210804_14	慈航普度释放目标为自己时提升自身伤害
18142	TalentSL_20210804_15	提升大力金刚掌造成的伤害
18143	TalentSL_20210804_16	额外提升伏虎拳增加的外功攻击
18144	TalentSL_20210804_17	增加金刚伏魔圈的范围
18145	TalentSL_20210804_18	减少易筋锻骨冷却时间
18146	TalentSL_20210804_19	易筋锻骨额外提升血上限和恢复的血量
18147	TalentSL_20210804_20	狮子吼冷却时间修改为：15秒。群体攻击令自身周围7米范围内的最多5个目标散功
18148	TalentSL_20210804_21	每次受到攻击有概率降低百无禁忌2秒冷却时间
18149	TalentSL_20210804_22	每次受到攻击额外增加怒气
18150	TalentSL_20210804_23	减少百无禁忌的冷却时间
18151	TalentSL_20210804_24	增加百无禁忌的持续时间
18152	TalentSL_20210804_25	提升礼敬如来反射伤害
18153	TalentMJ_20210804_01	#Y关于武道流派#W#r#r    明教武道流派有二，一为天罗，二为血戾。#r#r#cfabf8f天罗#r    #W天罗擅克落单之敌，攻势猛如鹰，快如风，战无双。#r#cfabf8f血戾#r    #W血戾以血为代价换取无上功力，越重伤越勇猛。
18154	TalentMJ_20210804_02	    #cfff263天罗擅克落单之敌，攻势猛如鹰，快如风，战无双。
18155	TalentMJ_20210804_03	天罗
18156	TalentMJ_20210804_04	    #cfff263血戾以血为代价换取无上功力，越重伤越勇猛。
18157	TalentMJ_20210804_05	血戾
18158	TalentMJ_20210804_06	额外提升摧心掌增加的外功攻击
18159	TalentMJ_20210804_07	减少血战八方的冷却时间
18160	TalentMJ_20210804_08	提升炎龙无双的命中率
18161	TalentMJ_20210804_09	提升火烧赤壁的命中率
18162	TalentMJ_20210804_10	地狱火修改为，群体攻击对自身周围5米范围内，最多5个目标造成1次附带火属性的伤害
18163	TalentMJ_20210804_11	摧心掌命中目标时有概率减少炎龙无双2秒冷却时间
18164	TalentMJ_20210804_12	摧心掌未命中时，触发状态：步步为营，持续5秒提升命中率
18165	TalentMJ_20210804_13	提升火烧赤壁的伤害
18166	TalentMJ_20210804_14	提升炎龙无双的伤害
18167	TalentMJ_20210804_15	怒火连斩开启时，前15次攻击每次攻击都有概率减少怒火连斩2秒冷却时间
18168	TalentMJ_20210804_16	额外提升摧心掌增加的外功攻击
18169	TalentMJ_20210804_17	减少炎龙无双的冷却时间
18170	TalentMJ_20210804_18	提升水淹七军触发虚弱状态的概率
18171	TalentMJ_20210804_19	水淹七军提升的冰攻击转化为火攻击
18172	TalentMJ_20210804_20	额外提升怒发冲冠增加的外功攻击，同时额外降低同等外功防御的内功防御
18173	TalentMJ_20210804_21	炎龙无双会心一击时有概率减少怒火连斩10秒冷却
18174	TalentMJ_20210804_22	摧心掌会心一击时额外获得怒气
18175	TalentMJ_20210804_23	怒火连斩的15次伤害修改为10次伤害，修改后的第1次伤害即为原来的第6次伤害，第10次伤害即为原来的第15次伤害，同时提升这10次伤害会心一击率
18176	TalentMJ_20210804_24	怒火连斩开启时，消耗自身20%当前血量，同时提升会心一击率与免控率，但是期间无法获得任何血量回复
18177	TalentMJ_20210804_25	无中生有额外提升自身内外功基础攻击
18178	TalentGB_20210804_01	#Y关于武道流派#W#r#r    丐帮武道流派有二，一为酒狂，二为行侠。#r#r#cfabf8f酒狂#r    #W酒狂惯以连续不断的招数制敌，缓其速、夺其势，出招无虚，一击即中。#r#cfabf8f行侠#r    #W行侠出招快，使力重，辅以毒攻，擅用群攻破困局，桀骜强横。
18179	TalentGB_20210804_02	    #cfff263酒狂惯以连续不断的招数制敌，缓其速、夺其势，出招无虚，一击即中。
18180	TalentGB_20210804_03	酒狂
18181	TalentGB_20210804_04	    #cfff263行侠出招快，使力重，辅以毒攻，擅用群攻破困局，桀骜强横。
18182	TalentGB_20210804_05	行侠
18183	TalentGB_20210804_06	额外提升蟠龙击增加的外功攻击
18184	TalentGB_20210804_07	提升青龙出水触发回复血量的概率
18185	TalentGB_20210804_08	减少冲阵斩将的冷却时间
18186	TalentGB_20210804_09	冲阵斩将命中目标有概率使目标进入僵硬状态，移动速度减慢60%，持续10秒
18187	TalentGB_20210804_10	青龙出水触发回复血量时，有35%概率额外回复自身血量上限一定比例的血量
18188	TalentGB_20210804_11	蟠龙击击中目标有概率额外获得1个连击点
18189	TalentGB_20210804_12	每次闪避攻击有概率额外获得1个连击点
18190	TalentGB_20210804_13	增加飞龙在天伤害
18191	TalentGB_20210804_14	提高飞龙在天最终造成的伤害
18192	TalentGB_20210804_15	飞龙在天命中目标时减少青龙出水和棒打狗头冷却时间
18193	TalentGB_20210804_16	额外提升蟠龙击增加的外功攻击
18194	TalentGB_20210804_17	千里横行额外增加毒攻击
18195	TalentGB_20210804_18	减少天下无狗的冷却时间
18196	TalentGB_20210804_19	天下无狗的范围增加
18197	TalentGB_20210804_20	减少千里横行的冷却时间
18198	TalentGB_20210804_21	蟠龙击会心一击时有概率减少横扫乾坤2秒冷却时间
18199	TalentGB_20210804_22	每次闪避攻击增加怒气
18200	TalentGB_20210804_23	横扫乾坤额外增加毒攻
18201	TalentGB_20210804_24	提升横扫乾坤的伤害并修改目标数量
18202	TalentGB_20210804_25	龙战于野修改为提升自身闪避率，持续15秒或闪避15次失效
18203	TalentWD_20210804_01	#Y关于武道流派#W#r#r    武当武道流派有二，一为凭虚，二为摘星。#r#r#cfabf8f凭虚#r    #W凭虚御气为盾，以实破虚，剑气相合，一发即至。#r#cfabf8f摘星#r    #W摘星自在游走，飘逸无拘，走化旋翻，剑影定生死。
18204	TalentWD_20210804_02	    #cfff263凭虚御气为盾，以实破虚，剑气相合，一发即至。
18205	TalentWD_20210804_03	凭虚
18206	TalentWD_20210804_04	    #cfff263摘星自在游走，飘逸无拘，走化旋翻，剑影定生死。
18207	TalentWD_20210804_05	摘星
18208	TalentWD_20210804_06	额外提升八卦掌增加的内功攻击
18209	TalentWD_20210804_07	提升天罡北斗阵所增加的气上限
18210	TalentWD_20210804_08	提升天马飞瀑造成的伤害
18211	TalentWD_20210804_09	提升天马飞瀑对有揽雀尾的目标造成的伤害
18212	TalentWD_20210804_10	增加仙风道骨的持续时间
18213	TalentWD_20210804_11	八卦掌命中目标时有概率减少两仪剑2秒冷却时间
18214	TalentWD_20210804_12	提升挑帘式触发增加气的概率
18215	TalentWD_20210804_13	提升两仪剑造成的伤害
18216	TalentWD_20210804_14	两仪剑对目标造成伤害时，每秒会为自身额外吸收当次伤害量一定比例的血和气
18217	TalentWD_20210804_15	减少如封似闭的冷却时间
18218	TalentWD_20210804_16	额外提升八卦掌增加的内功攻击
18219	TalentWD_20210804_17	减少真武七截阵的冷却时间
18220	TalentWD_20210804_18	减少梯云纵的冷却时间
18221	TalentWD_20210804_19	提升三环套月的减速效果
18222	TalentWD_20210804_20	减少七星聚首的冷却时间
18223	TalentWD_20210804_21	八卦掌会心一击时有概率减少七星聚首2秒冷却时间
18224	TalentWD_20210804_22	七星聚首每击中目标都有概率额外获得20点怒气
18225	TalentWD_20210804_23	提升七星聚首的伤害
18226	TalentWD_20210804_24	三环套月释放后，自身获得一个持续10秒的加速状态
18227	TalentWD_20210804_25	白鹤亮翅状态下，额外增加攻击目标获得的怒气值
18228	TalentEM_20210804_01	#Y关于武道流派#W#r#r    峨眉武道流派有二，一为沁芳，二为清音。#r#r#cfabf8f沁芳#r    #W沁芳医术精湛，妙手回春，借花济世，凭心医人。#r#cfabf8f清音#r    #W清音有牵制之能，辅以清绝功法，以慢制快。
18229	TalentEM_20210804_02	    #cfff263沁芳医术精湛，妙手回春，借花济世，凭心医人。
18230	TalentEM_20210804_03	沁芳
18231	TalentEM_20210804_04	    #cfff263清音有牵制之能，辅以清绝功法，以慢制快。
18232	TalentEM_20210804_05	清音
18233	TalentEM_20210804_06	额外提升貂蝉拜月增加的内功攻击
18234	TalentEM_20210804_07	提升冲虚养气增加的血量
18235	TalentEM_20210804_08	提升延年益寿护体的生命值
18236	TalentEM_20210804_09	延年益寿持续期间，有概率免疫控制
18237	TalentEM_20210804_10	减少护心诀冷却时间
18238	TalentEM_20210804_11	释放清心普善咒有概率减少春花秋月2秒冷却时间
18239	TalentEM_20210804_12	每次受到攻击额外增加怒气
18240	TalentEM_20210804_13	额外提升春花秋月对友方目标的回血量
18241	TalentEM_20210804_14	回天术依照自身血上限每2秒额外回复一定比例的血量
18242	TalentEM_20210804_15	佛光普照依照自身血上限额外回复一定比例的血量，同时耗蓝量增加30%
18243	TalentEM_20210804_16	额外提升貂蝉拜月增加的内功攻击
18244	TalentEM_20210804_17	提升障眼法触发失明的概率
18245	TalentEM_20210804_18	额外提升金顶绵掌增加的内功攻击
18246	TalentEM_20210804_19	额外提升金顶绵掌的伤害
18247	TalentEM_20210804_20	修改金顶绵掌降低移动速度
18248	TalentEM_20210804_21	西子捧心命中目标有概率清除西子捧心的冷却时间
18249	TalentEM_20210804_22	金顶绵掌每次造成伤害都有概率减少九阴神爪30秒冷却时间
18250	TalentEM_20210804_23	提升西子捧心的伤害
18251	TalentEM_20210804_24	额外提升春花秋月对敌方造成伤害时所增加的内功攻击
18252	TalentEM_20210804_25	九阴神爪附带1个10秒的减速状态
18253	TalentXX_20210804_01	#Y关于武道流派#W#r#r    星宿武道流派有二，一为寒冥，二为九厄。#r#r#cfabf8f寒冥#r    #W寒冥擅布局，纵观全场，谋求时机，出手便势如雷霆，斩铁如泥。#r#cfabf8f九厄#r    #W九厄乃用毒大家，主张夺他人之势化为自已之力。
18254	TalentXX_20210804_02	    #cfff263寒冥擅布局，纵观全场，谋求时机，出手便势如雷霆，斩铁如泥。
18255	TalentXX_20210804_03	寒冥
18256	TalentXX_20210804_04	    #cfff263九厄乃用毒大家，主张夺他人之势化为自已之力。
18257	TalentXX_20210804_05	九厄
18258	TalentXX_20210804_06	额外提升蓝砂手增加的内功攻击
18259	TalentXX_20210804_07	降低幽冥神掌的运气时间
18260	TalentXX_20210804_08	提升冰蚕毒掌造成的伤害
18261	TalentXX_20210804_09	减少幽冥神掌的冷却时间
18262	TalentXX_20210804_10	提升幽冥神掌造成的伤害
18263	TalentXX_20210804_11	幽冥神掌命中目标时有概率减少一日丧命散10秒冷却时间
18264	TalentXX_20210804_12	蓝砂手命中目标时有概率增加30点怒气
18265	TalentXX_20210804_13	提升一日丧命散对当前目标造成的伤害
18266	TalentXX_20210804_14	目标血量超过50%则提升天地同寿对其造成的伤害
18267	TalentXX_20210804_15	目标血量不足50%则提升天地同寿对其造成的伤害
18268	TalentXX_20210804_16	额外提升蓝砂手增加的内功攻击
18269	TalentXX_20210804_17	降低毒蟾功的运气时间
18270	TalentXX_20210804_18	蝎尾针在造成僵硬效果时，会附带自身伤害及毒攻击增加的伤害
18271	TalentXX_20210804_19	提升蝎尾针的减速效果
18272	TalentXX_20210804_20	提升指鹿为马打怒吸怒效果
18273	TalentXX_20210804_21	青蛇毒掌命中目标时有概率减少含笑半步癫10秒冷却时间
18274	TalentXX_20210804_22	天地同寿触发两次额外攻击时，额外增加怒气
18275	TalentXX_20210804_23	减少化骨绵掌的冷却时间
18276	TalentXX_20210804_24	修改笑里藏刀为持续发功8秒内每秒造成一次普攻伤害，并将一定比例的伤害吸收为自己的血量
18277	TalentXX_20210804_25	提升天地同寿触发两次额外攻击的概率
18278	TalentTL_20210804_01	#Y关于武道流派#W#r#r    天龙武道流派有二，一为龙威，二为菩天。#r#r#cfabf8f龙威#r    龙威功法直取要害，寻破绽以制敌，弹指万钧雷霆。#r#cfabf8f菩天#r    菩天主张授命于天，四法自然，其功法变化精微，玄妙灵活。
18279	TalentTL_20210804_02	    #cfff263龙威功法直取要害，寻破绽以制敌，弹指万钧雷霆。
18280	TalentTL_20210804_03	龙威
18281	TalentTL_20210804_04	    #cfff263菩天主张授命于天，四法自然，其功法变化精微，玄妙灵活。
18282	TalentTL_20210804_05	菩天
18283	TalentTL_20210804_06	额外提升正阳手增加的内功攻击
18284	TalentTL_20210804_07	额外提升金玉满堂增加的会心
18285	TalentTL_20210804_08	一阳指增加的额外伤害提高
18286	TalentTL_20210804_09	一阳指命中目标时，有概率降低目标30%的速度，持续10秒
18287	TalentTL_20210804_10	提升少泽剑增加的额外伤害
18288	TalentTL_20210804_11	一阳指命中目标时有概率清除一阳指的冷却时间
18289	TalentTL_20210804_12	商阳剑命中目标时有概率增加50点怒气
18290	TalentTL_20210804_13	攻击被八门金锁封印的目标时，提升一阳指的伤害
18291	TalentTL_20210804_14	攻击有商阳剑异常状态的目标时，提升少泽剑的伤害
18292	TalentTL_20210804_15	攻击有商阳剑异常状态的目标时，提升会心一击率
18293	TalentTL_20210804_16	额外提升正阳手增加的内功攻击
18294	TalentTL_20210804_17	额外提升以逸待劳增加的命中
18295	TalentTL_20210804_18	额外提升欲擒故纵增加的内外功攻击
18296	TalentTL_20210804_19	额外提升欲擒故纵触发使目标内外功攻击降低的破绽效果
18297	TalentTL_20210804_20	少泽剑使目标内外功攻击和防御降低
18298	TalentTL_20210804_21	欲擒故纵命中目标时有概率减少中冲剑5秒冷却时间
18299	TalentTL_20210804_22	正阳手命中目标时有概率减少静影沉璧2秒冷却时间
18300	TalentTL_20210804_23	额外增加中冲剑的降低抗性
18301	TalentTL_20210804_24	提升雪拥蓝关触发封穴的概率
18302	TalentTL_20210804_25	静影沉璧额外造成所消耗气一定比例的血量伤害
18303	TalentTS_20210804_01	#Y关于武道流派#W#r#r    天山武道流派有二，一为霜凝，二为雪隐。#r#r#cfabf8f霜凝#r    #W霜凝势如破竹，动如清风，刚柔并济，伤敌于瞬间。#r#cfabf8f雪隐#r    #W雪隐匿其形，藏其痕，杀意为刃，静待良机。
18304	TalentTS_20210804_02	    #cfff263霜凝势如破竹，动如清风，刚柔并济，伤敌于瞬间。
18305	TalentTS_20210804_03	霜凝
18306	TalentTS_20210804_04	    #cfff263雪隐匿其形，藏其痕，杀意为刃，静待良机。
18307	TalentTS_20210804_05	雪隐
18308	TalentTS_20210804_06	额外提升雁南飞增加的外功攻击
18309	TalentTS_20210804_07	雪花六出触发时不再增加会心攻击，修改为增加命中
18310	TalentTS_20210804_08	减少凤舞九天的冷却时间
18311	TalentTS_20210804_09	提升凤舞九天的会心一击率
18312	TalentTS_20210804_10	提升凤舞九天的命中率
18313	TalentTS_20210804_11	雁南飞命中目标时有概率减少鹰击长空2秒冷却时间
18314	TalentTS_20210804_12	凤舞九天命中目标有概率清除凤舞九天的冷却时间
18315	TalentTS_20210804_13	额外增加鹰击长空增加的冰攻击
18316	TalentTS_20210804_14	额外增加移花接木增加的伤害
18317	TalentTS_20210804_15	额外增加凤舞九天增加的冰攻击
18318	TalentTS_20210804_16	额外提升雁南飞增加的外功攻击
18319	TalentTS_20210804_17	额外增加雪花六出增加的会心攻击
18320	TalentTS_20210804_18	额外提升梅花三弄触发僵硬的概率
18321	TalentTS_20210804_19	提升攻击有铁索横江状态的目标时的会心一击率
18322	TalentTS_20210804_20	减少雪花六出的冷却时间
18323	TalentTS_20210804_21	雁南飞会心一击时有概率减少寒梅怒放2秒冷却时间
18324	TalentTS_20210804_22	雁南飞会心一击时额外获得怒气
18325	TalentTS_20210804_23	提升寒梅怒放的伤害，包括触发的额外攻击
18326	TalentTS_20210804_24	提升寒梅怒放发动一次额外攻击的概率
18327	TalentTS_20210804_25	阳关三叠修改为提升会心一击率，持续13秒或会心一击5次失效
18328	TalentXY_20210804_01	#Y关于武道流派#W#r#r    逍遥武道流派有二，一为逸仙，二为明鬼。#r#r#cfabf8f逸仙#r    #W逸仙身姿飘逸，凡尘逸身，破空而动，飒踏如风。#r#cfabf8f明鬼#r    #W明鬼通学无穷千机，擅诱敌入瓮，寻隙而动，夺命无声。
18329	TalentXY_20210804_02	    #cfff263逸仙身姿飘逸，凡尘逸身，破空而动，飒踏如风。
18330	TalentXY_20210804_03	逸仙
18331	TalentXY_20210804_04	    #cfff263明鬼通学无穷千机，擅诱敌入瓮，寻隙而动，夺命无声。
18332	TalentXY_20210804_05	明鬼
18333	TalentXY_20210804_06	额外提升落英剑增加的内功攻击
18334	TalentXY_20210804_07	提升云体风身增加的会心攻击
18335	TalentXY_20210804_08	额外提升弹指神通对带有溪山行旅的目标使用时的会心一击率
18336	TalentXY_20210804_09	鲲跃北溟附带普攻伤害，并吸收一定伤害化为己用
18337	TalentXY_20210804_10	提升溪山行旅的会心一击率
18338	TalentXY_20210804_11	弹指神通命中目标时有概率清除溪山行旅冷却时间
18339	TalentXY_20210804_12	溪山行旅命中目标时有概率清除弹指神通冷却时间
18340	TalentXY_20210804_13	提升溪山行旅造成的伤害
18341	TalentXY_20210804_14	额外提升溪山行旅对带有溪山行旅的目标使用时的命中率
18342	TalentXY_20210804_15	提升弹指神通的命中率
18343	TalentXY_20210804_16	额外提升落英剑增加的内功攻击
18344	TalentXY_20210804_17	提升桃花阵的伤害
18345	TalentXY_20210804_18	提升定海神针的每次伤害
18346	TalentXY_20210804_19	减少定海神针的冷却时间
18347	TalentXY_20210804_20	减少画地为牢的冷却时间
18348	TalentXY_20210804_21	步步生花释放时，有概率减少步步生花10秒冷却时间
18349	TalentXY_20210804_22	步步生花的陷阱造成伤害时，有概率增加20点怒气
18350	TalentXY_20210804_23	开启步步生花时，提升自身移动速度
18351	TalentXY_20210804_24	提升步步生花的陷阱伤害
18352	TalentXY_20210804_25	惊涛骇浪额外附加一个定身状态
18353	LCRetLoginHandler_Info_Data	数据非法，服务器已拒绝您的请求
18354	XCHXT_180124_01	#gFF0FA0称号
18355	XCHXT_180124_02	拥有称号
18356	XCHXT_180124_03	#Y点击显示您当前拥有称号。
18357	XCHXT_180124_04	所有称号
18358	XCHXT_180124_05	#Y点击显示所有称号。 
18359	XCHXT_180124_06	#Y该称号为非永久称号，剩余有效期为%s0小时。
18360	XCHXT_180124_07	已拥有称号属性：
18361	XCHXT_180124_08	血上限
18362	XCHXT_180124_09	体力
18363	XCHXT_180124_10	+%s0
18364	XCHXT_180124_11	尚未获得拥有属性加成的称号
18365	XCHXT_180124_12	显示称号
18366	XCHXT_180124_13	#H您正处于战斗状态，无法显示称号。
18367	XCHXT_180124_14	#H请先选中称号后，再进行显示称号操作。
18368	XCHXT_180124_15	#H尚未拥有称号。
18369	XCHXT_180124_16	#H该称号已过有效期，无法显示称号。
18370	XCHXT_180124_17	隐藏称号
18371	XCHXT_180124_18	#H您正处于战斗状态，无法隐藏称号。
18372	XCHXT_180124_19	#H请先选中称号后，再进行隐藏称号操作。
18373	XCHXT_180124_20	#H您选中并非当前显示称号，无法隐藏。
18374	XCHXT_180124_21	您已拥有该称号。
18375	XCHXT_180124_22	永久
18376	XCHXT_180124_23	%s0天
18377	XCHXT_180124_24	%s0
18378	XCHXT_180322_25	此称号无属性加成
18379	XCHXT_180410_26	介绍：%s0
18380	XCHXT_180428_27	#Y该称号为非永久称号，有效期至%s0年%s1月%s2日。
18381	XCHXT_180428_28	#Y该称号为非永久称号，有效期至下一个周%s0。
18382	XCHXT_180428_29	#H您已显示称号：%s0。
18383	XCHXT_180428_30	#H您已隐藏称号：%s0。
18384	XCHXT_180428_31	战斗力：
18385	XCHXT_180428_32	有效期：永久
18386	XCHXT_180428_33	有效期：%s0小时
18387	XCHXT_180428_34	有效期至%s0年%s1月%s2日
18388	XCHXT_180428_35	有效期至次周周%s0 
18389	XCHXT_180428_36	介绍：%s0 
18390	XCHXT_180428_37	#cFFF263属性加成
18391	XCHXT_180428_38	#H已获得称号：%s0。
18392	XCHXT_180428_39	#H您已获得称号属性%s0。
18393	XCHXT_180428_40	、
18394	XCHXT_180428_41	该称号剩余有效期为%s0天。
18395	XCHXT_180428_42	该称号有效期至%s0年%s1月%s2日。
18396	XCHXT_180428_43	该称号有效期至下一个周%s0。
18397	XCHXT_180428_44	#Y当前正在使用该称号。
18398	XCHXT_180428_45	#I您已获得称号：%s。
18399	XCHXT_180428_46	全部
18400	XCHXT_180428_47	传说
18401	XCHXT_180428_48	稀有
18402	XCHXT_180428_49	杰出
18403	XCHXT_180428_50	优良
18404	XCHXT_180428_51	普通
18405	XCHXT_180428_52	尚无称号
18406	XCHXT_180428_53	尚无传说称号
18407	XCHXT_180428_54	尚无稀有称号
18408	XCHXT_180428_55	尚无杰出称号
18409	XCHXT_180428_56	尚无优良称号
18410	XCHXT_180428_57	尚无普通称号
18411	XCHXT_180428_58	更换称号
18412	XCHXT_180428_59	#H您正处于战斗状态，无法更换称号。
18413	XCHXT_180428_60	#H请先选中称号后，再进行称号更换。
18414	XCHXT_180428_61	#H尚未获得此称号。
18415	XCHXT_180428_62	#H该称号已过有效期，无法使用称号。
18416	XCHXT_180428_63	#H正在显示此称号。
18417	XCHXT_180428_64	#H已更换称号：%s0。
18418	XCHXT_180428_65	显示称号
18419	XCHXT_180428_66	#H已恢复称号的显示。
18420	XCHXT_180428_67	隐藏称号
18421	XCHXT_180428_68	#H已取消称号的显示。
18422	XCHXT_180428_69	#cFFF263称号信息
18423	XCHXT_180428_70	#cFFF263获取方式
18424	XCHXT_180428_71	#cFFF263有效期
18425	XCHXT_180428_72	永久有效
18426	XCHXT_180428_73	剩余%s0天
18427	XCHXT_180428_74	%s0天
18428	XCHXT_180428_75	#cFFF263所有称号加成
18429	XCHXT_180428_76	#cFFF263已获得称号属性加成
18430	XCHXT_180428_77	#H尚未使用称号。
18431	XCHXT_180428_78	#W#s您的称号：%s0因有效期到期而删除。
18432	XCHXT_180428_79	#W#s您的称号：%s0因有效期到期而删除，同时失去称号拥有的属性加成。
18433	XCHXT_180428_80	未获得
18434	XCHXT_180428_81	已获得
18435	XCHXT_180428_82	有效期至本周周%s0
18436	XCHXT_180428_83	#cFFF263当前称号
18437	XCHXT_180428_84	#cFFF263称号描述
18438	ZHY_210301_01	点击打开周活跃界面，参与活动，领取奖励。
18439	ZHY_210301_02	#H尚未达到35级。
18440	ZHY_210301_03	周活跃奖励
18441	ZHY_210301_04	#gFF0FA0周活跃礼馈
18442	ZHY_210301_05	本周已累计获得活跃%s0。
18443	ZHY_210301_06	点击按钮即可查看帮助。
18444	ZHY_210301_07	    等级达到#G35级#W的玩家，每日参加#G指定活动#W将可获得一定数量的#G活跃值#W，每周累计的#G活跃值#W达到#G指定数量#W时，可在周活跃界面领取#G丰厚奖励#W。#r    #G提示：每日最多可获得500活跃值，活动计数将在每日24时清除，周活跃奖励领取时间截止到周日的24时，请注意及时领取。
18445	ZHY_210301_08	全部
18446	ZHY_210301_09	日常
18447	ZHY_210301_10	江湖
18448	ZHY_210301_11	活动
18449	ZHY_210301_12	闲趣
18450	ZHY_210301_13	#H尚未达成要求，无法领取活跃值。
