INT	STRING	FLOAT	FLOAT	FLOAT	FLOAT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
7589	boss_李逵_毒花npc3.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7590	HJ_npc许愿池切换.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7591	cj_新杀星_加血圈.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7592	HJ_npc曼陀任务发布人王安歌.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7593	HJ_npc曼陀严妈妈.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7594	HJ_npc曼陀叶婆婆.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7595	HJ_npc盗琴雅贼22.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7596	HJ_npc盗书雅贼22.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7597	HJ_npc盗香雅贼22.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7598	HJ_npc精英怪风花月22.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7599	HJ_npc曼陀传送人王律之.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7600	HJ_npc曼陀轻功传授人王雁足.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7601	HJ_npc曼陀山庄弟子王叠涓.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7602	HJ_npc曼陀生活技能关山月.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7603	HJ_npc曼陀生活技能王水风.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7604	骑乘220719曼陀天鹅初级.obj	1	2	1	0.15	-1	-1	-1	骑乘曼陀天鹅.txt																																					
7605	骑乘220719曼陀天鹅中级.obj	1	2	1	0.15	-1	-1	-1	骑乘曼陀天鹅.txt																																					
7606	骑乘220719曼陀天鹅高级.obj	1	2	1	0.15	-1	-1	-1	骑乘曼陀天鹅.txt																																					
7607	HJ_npc曼陀祈福石.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7608	HJ_npc曼陀轻功传授人王雁足01.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7609	HJ_npc曼陀掌门王夫人.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7610	HJ_npc曼陀指路人王管家.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7611	HJ_npc曼陀坐骑技能介绍子衿.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7612	HJ_npc曼陀拜师人王素商.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7613	HJ_npc曼陀传送人王律之.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7614	HJ_npc曼陀亲兵白雪.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7615	HJ_npc曼陀王语嫣.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7616	HJ_npc曼陀投票王岳山.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7617	HJ_npc男曼陀初级.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7618	HJ_npc男曼陀中级.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7619	HJ_npc男曼陀高级.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7620	HJ_npc女曼陀初级.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7621	HJ_npc女曼陀中级.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7622	HJ_npc女曼陀高级.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7623	HJ_npc曼陀亲兵阳春.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7624	HJ_npc曼陀武功传授人王和玲.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7625	HJ_npc曼陀幽草.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7626	HJ_npc曼陀草人桩.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7627	曼陀山庄_琴木.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7628	曼陀山庄_琼玉油脂.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7629	曼陀山庄_香料.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7630	骑乘220719曼陀天鹅初级.obj	1	2	0.7	0.15	182	183	184	万能怪物NPC.txt																																					
7631	骑乘220719曼陀天鹅中级.obj	1	2	0.7	0.15	182	183	184	万能怪物NPC.txt																																					
7632	骑乘220719曼陀天鹅高级.obj	1	2	0.7	0.15	182	183	184	万能怪物NPC.txt																																					
7633	女主角曼陀门派雕像.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7634	男主角曼陀门派雕像.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7635	npc大理种山茶花01.obj	1	2	3	0.15	182	183	184	万能怪物NPC.txt																																					
7636	npc大理种山茶花02.obj	1	2	3	0.15	182	183	184	万能怪物NPC.txt																																					
7637	npc大理种山茶花03.obj	1	2	2.1	0.15	182	183	184	万能怪物NPC.txt																																					
7638	npc大理种山茶花04.obj	1	2	2.1	0.15	182	183	184	万能怪物NPC.txt																																					
7639	HJ_npc男曼陀高级变身.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7640	HJ_npc女曼陀高级变身.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7641	HJ_npc曼陀武道长老二嵇扶光.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7642	HJ_npc曼陀武道长老一嵇聆风.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7643	HJ_npc酒店老板17c.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7644	HJ_npc酒店老板17b.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7645	HJ_npc酒店老板17c.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7646	骑乘双人寄居蟹100830.obj	1	2	1	0.15	182	183	184	双人寄居蟹.txt																																					
7647	骑乘220328雪猿.obj	1	2	1	0.15	182	183	184	骑乘220328雪猿.txt																																					
7648	HJ_npc曼陀王灵颂.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7649	npc汴梁城小和尚200707.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7650	HJ_npc大理种玫瑰花01.obj	1	2	3	0.15	182	183	184	万能怪物NPC.txt																																					
7651	HJ_npc曼陀背琴老头22.obj	1	2	1	0.15	182	183	184	万能怪物NPC.txt																																					
7691	骑乘小老虎.obj	1	2	1	0.15	182	183	184	骑乘小老虎.txt	
																																														
8000	男亲子时装140425清风.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8001	男亲子时装140425清风02.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8002	男亲子时装140425清风03.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8003	男亲子时装140425清风04.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8004	男亲子时装140425清风05.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8005	男亲子时装140425清风06.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8006	男亲子时装140425清风07.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8007	男亲子时装140425清风08.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8008	男亲子时装140425清风09.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8009	男亲子时装140525婚纱.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8010	男亲子时装140525婚纱01.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8011	男亲子时装140525婚纱02.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8012	男亲子时装140525婚纱03.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8013	男亲子时装140525婚纱04.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8014	男亲子时装140525婚纱05.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8015	男亲子时装140525婚纱06.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8016	男亲子时装140525婚纱07.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8017	男亲子时装140525婚纱08.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8018	男亲子时装151110婚纱.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8019	男亲子时装151110婚纱1.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8020	男亲子时装151110婚纱3.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8021	男亲子时装151110婚纱4.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8022	男亲子时装151110婚纱5.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8023	男亲子时装151110婚纱6.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8024	男亲子时装151110婚纱7.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8025	男亲子时装151110婚纱10.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8026	男亲子时装151110婚纱11.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8027	男亲子时装五周年0907.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8028	男亲子时装五周年0907变色01.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8029	男亲子时装五周年0907变色02.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8030	男亲子时装五周年0907变色03.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8031	男亲子时装五周年0907变色04.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8032	男亲子时装五周年0907变色05.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8033	男亲子时装五周年0907变色06.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8034	男亲子时装五周年0907变色07.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8035	男亲子时装五周年0907变色08.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8036	男亲子时装150303唐韵装.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8037	男亲子时装150303唐韵装变色01.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8038	男亲子时装150303唐韵装变色02.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8039	男亲子时装150303唐韵装变色03.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8040	男亲子时装150303唐韵装变色04.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8041	男亲子时装150303唐韵装变色05.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8042	男亲子时装150303唐韵装变色08.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8043	男亲子时装150303唐韵装变色09.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8044	男亲子时装150303唐韵装变色11.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8045	男亲子时装150709端午节.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8046	男亲子时装150709端午节变色01.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8047	男亲子时装150709端午节变色02.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8048	男亲子时装150709端午节变色03.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8049	男亲子时装150709端午节变色04.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8050	男亲子时装150709端午节变色05.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8051	男亲子时装150709端午节变色06.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8052	男亲子时装150709端午节变色07.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8053	男亲子时装150709端午节变色08.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8054	男亲子时装20151211古装.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8055	男亲子时装20151211古装01.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8056	男亲子时装20151211古装02.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8057	男亲子时装20151211古装03.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8058	男亲子时装20151211古装04.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8059	男亲子时装20151211古装05.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8060	男亲子时装20151211古装06.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8061	男亲子时装20151211古装07.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8062	男亲子时装20151211古装08.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8063	男亲子时装140511波西米亚.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8064	男亲子时装140511波西米亚变色01.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8065	男亲子时装140511波西米亚变色02.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8066	男亲子时装140511波西米亚变色03.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8067	男亲子时装140511波西米亚变色05.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8068	男亲子时装140511波西米亚变色06.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8069	男亲子时装140511波西米亚变色07.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8070	男亲子时装140511波西米亚变色08.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8071	男亲子时装140511波西米亚变色09.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8072	男亲子时装140608仙侣情缘.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8073	男亲子时装140608仙侣情缘2.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8074	男亲子时装140608仙侣情缘3.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8075	男亲子时装140608仙侣情缘4.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8076	男亲子时装140608仙侣情缘5.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8077	男亲子时装140608仙侣情缘6.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8078	男亲子时装140608仙侣情缘7.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8079	男亲子时装140608仙侣情缘8.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8080	男亲子时装140608仙侣情缘9.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8081	男亲子时装140725春节民族.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8082	男亲子时装140725春节民族1.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8083	男亲子时装140725春节民族2.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8084	男亲子时装140725春节民族3.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8085	男亲子时装140725春节民族4.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8086	男亲子时装140725春节民族5.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8087	男亲子时装140725春节民族6.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8088	男亲子时装140725春节民族7.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8089	男亲子时装140725春节民族8.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8090	男亲子时装151007白莲套装.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8091	男亲子时装151007白莲套装1.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8092	男亲子时装151007白莲套装2.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8093	男亲子时装151007白莲套装3.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8094	男亲子时装151007白莲套装4.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8095	男亲子时装151007白莲套装5.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8096	男亲子时装151007白莲套装6.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8097	男亲子时装151007白莲套装7.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8098	男亲子时装151007白莲套装8.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8099	男亲子时装151007白莲套装9.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8100	男亲子时装151007白莲套装10.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8101	男亲子时装151117黑金礼服.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8102	男亲子时装151117黑金礼服01.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8103	男亲子时装151117黑金礼服02.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8104	男亲子时装151117黑金礼服03.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8105	男亲子时装151117黑金礼服04.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8106	男亲子时装151117黑金礼服05.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8107	男亲子时装151117黑金礼服06.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8108	男亲子时装151117黑金礼服07.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8109	男亲子时装151117黑金礼服08.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8110	男亲子时装151120七夕归碟.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8111	男亲子时装151120七夕归碟01.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8112	男亲子时装151120七夕归碟02.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8113	男亲子时装151120七夕归碟03.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8114	男亲子时装151120七夕归碟04.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8115	男亲子时装151120七夕归碟05.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8116	男亲子时装151120七夕归碟08.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8117	男亲子时装151120七夕归碟09.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8118	男亲子时装151120七夕归碟10.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8119	男亲子时装160316百花时装.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8120	男亲子时装160316百花时装01.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8121	男亲子时装160316百花时装03.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8122	男亲子时装160316百花时装04.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8123	男亲子时装160316百花时装05.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8124	男亲子时装160316百花时装06.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8125	男亲子时装160316百花时装09.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8126	男亲子时装160316百花时装10.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8127	男亲子时装160316百花时装11.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8128	男亲子时装锦绣游仙170315.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8129	男亲子时装锦绣游仙170315变色1.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8130	男亲子时装锦绣游仙170315变色2.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8131	男亲子时装锦绣游仙170315变色3.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8132	男亲子时装锦绣游仙170315变色4.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8133	男亲子时装锦绣游仙170315变色5.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8134	男亲子时装锦绣游仙170315变色6.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8135	男亲子时装锦绣游仙170315变色7.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8136	男亲子时装锦绣游仙170315变色8.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8137	男亲子时装150409天山蓝色装.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8138	男亲子时装150409天山蓝色装变色01.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8139	男亲子时装150409天山蓝色装变色02.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8140	男亲子时装150409天山蓝色装变色03.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8141	男亲子时装150409天山蓝色装变色04.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8142	男亲子时装150409天山蓝色装变色05.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8143	男亲子时装150409天山蓝色装变色06.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8144	男亲子时装150409天山蓝色装变色07.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8145	男亲子时装150409天山蓝色装变色08.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8146	男亲子时装150421洛丽塔风格.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8147	男亲子时装150421洛丽塔风格02.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8148	男亲子时装150421洛丽塔风格03.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8149	男亲子时装150421洛丽塔风格04.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8150	男亲子时装150421洛丽塔风格05.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8151	男亲子时装150421洛丽塔风格06.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8152	男亲子时装150421洛丽塔风格07.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8153	男亲子时装150421洛丽塔风格08.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8154	男亲子时装150421洛丽塔风格09.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8155	男亲子时装150709端午节半透.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8156	男亲子时装150709端午节变色01半透.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8157	男亲子时装150709端午节变色02半透.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8158	男亲子时装150709端午节变色03半透.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8159	男亲子时装150709端午节变色04半透.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8160	男亲子时装150709端午节变色05半透.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8161	男亲子时装150709端午节变色06半透.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8162	男亲子时装150709端午节变色07半透.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8163	男亲子时装150709端午节变色08半透.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8164	男亲子时装20151211古装半透.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8165	男亲子时装20151211古装01半透.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8166	男亲子时装20151211古装02半透.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8167	男亲子时装20151211古装03半透.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8168	男亲子时装20151211古装04半透.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8169	男亲子时装20151211古装05半透.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8170	男亲子时装20151211古装06半透.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8171	男亲子时装20151211古装07半透.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8172	男亲子时装20151211古装08半透.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8173	男亲子时装141113情人节花时装.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8174	男亲子时装141113情人节花时装变色01.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8175	男亲子时装141113情人节花时装变色02.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8176	男亲子时装141113情人节花时装变色03.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8177	男亲子时装141113情人节花时装变色04.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8178	男亲子时装141113情人节花时装变色05.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8179	男亲子时装141113情人节花时装变色06.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8180	男亲子时装141113情人节花时装变色07.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8181	男亲子时装141113情人节花时装变色09.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8182	男亲子时装150119天山黑色紧身装.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8183	男亲子时装150119天山黑色紧身装变色01.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8184	男亲子时装150119天山黑色紧身装变色02.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8185	男亲子时装150119天山黑色紧身装变色03.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8186	男亲子时装150119天山黑色紧身装变色04.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8187	男亲子时装150119天山黑色紧身装变色05.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8188	男亲子时装150119天山黑色紧身装变色06.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8189	男亲子时装150119天山黑色紧身装变色07.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8190	男亲子时装150119天山黑色紧身装变色08.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8191	男亲子时装151007白莲套装半透.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
8192	男亲子时装151007白莲套装1半透.obj	1	2	1	0.15	182	183	184	男孩儿童期130916.txt																																					
